,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25
9467,-4.7143316,-3.221443,1.2704388,0.038145203,7.5089316,-0.030591605,-6.194796,3.9790087,-1.3491864,-4.1115084,0.87917864,4.59281,4.147562,-0.89604425,-2.2175627,-2.8721673,4.709405,-1.9678779,-5.2988987,3.427735,3.1166446,2.0941203,-0.62857276,3.3356209,3.2632718
9870,-12.088913,18.72073,1.4193429,0.12252804,1.0431477,-1.4340628,-8.399275,-3.4570758,0.31693286,5.2517624,-5.6553683,-2.2873416,1.6964648,-0.9338121,0.91316843,-2.5629601,-2.1893737,0.29942587,1.7892137,-3.7412598,-1.5624336,-2.0268288,1.8547605,-1.5712795,-4.163978
9909,-2.9887009,-3.4225435,4.2964725,0.13935183,6.836991,-0.43892673,-1.0623267,2.459579,-0.106037825,-1.7124583,6.8867598,-4.7583127,4.112459,-5.496735,-3.283204,4.6174335,2.0704608,2.167587,-1.0556347,-1.4640738,1.2757413,-1.0984654,7.413472,4.226385,-2.5014732
9831,-11.566714,19.255188,1.001359,-0.08472253,1.1362661,-1.0070934,-6.1021805,-3.7243395,4.2010646,0.23412058,-2.9258285,-0.21440084,-0.62090963,-1.3993862,-0.9549319,-0.9298367,-1.6066089,-0.88632756,0.522559,-2.0347621,1.5669167,1.2478721,-0.052952982,1.0423026,3.9407518
9774,-1.0495919,-2.5885067,-2.374555,-0.46227276,-4.1042624,-2.5461304,-7.951652,3.7105527,2.648226,4.1443696,0.7388767,1.9339907,0.12061185,4.84592,3.2707179,-1.1981895,-3.557487,0.6553456,0.33763558,0.827644,0.069692634,3.8321488,-0.89400685,0.5762183,3.1070879
9490,-5.5827856,-2.409666,-1.1438627,-2.436871,-0.4834978,-1.2640163,-5.5721374,1.5578673,4.072973,-5.6517305,1.762377,0.3611789,0.19683555,0.28381625,0.5336148,-5.5344963,3.0583446,-4.526404,-0.82760066,4.490432,4.7427025,-0.117931865,-1.5071347,3.324805,6.057295
9947,13.935991,1.6224263,-6.163018,0.035058808,1.742975,-1.8011409,0.57979137,-0.8487066,2.8315516,0.5336937,-2.8260915,0.7274889,1.6115062,0.7482203,0.03144846,0.4811756,2.9549532,0.33512735,-0.079265766,-2.077589,-1.60177,3.606361,-1.2166034,0.24620125,-1.6068109
9672,-2.546641,-3.3090131,-2.5761905,1.903793,3.8282316,-0.46338663,1.2552649,-0.67397153,-4.026357,3.648464,-1.7356318,1.624578,2.0808387,7.5080523,1.6824263,-2.8987658,2.0322843,-2.4264607,-0.934976,-0.59182495,1.7409691,2.7768667,-1.4022415,1.979456,6.790665
16463,-8.951854,3.3082292,-8.250872,0.81219035,-2.4296591,-4.698372,5.324442,3.4255557,-3.5183816,-1.0405552,4.3436236,-0.85934246,2.6897647,0.23969318,-4.6150794,-1.1803603,-5.1138487,-3.2148607,-2.405474,-1.1148194,-7.5133753,0.07535211,1.7307681,2.7950125,-0.7320421
16353,-4.4579253,-0.85733813,-5.490486,2.2440426,-3.7094257,-0.75622207,-3.5099206,-1.0068786,-4.427421,2.6937034,-6.754309,-0.7113069,-3.8621194,2.9150746,2.65022,2.8821573,0.76191425,3.225251,-1.8067886,0.5778888,-4.1648088,-0.7313728,-3.6002698,2.8807788,-7.490174
16367,15.482359,-1.1104826,-0.17195922,-1.543456,2.4248307,-0.87032974,0.60225284,-2.6000335,2.9103513,1.0013795,-3.0546336,-0.14314589,0.7298986,-0.9941171,-0.10001815,-0.62902635,-1.8466682,-0.5752154,-2.7930777,1.8847824,-3.411405,2.7643259,1.3633841,-0.39094386,-0.020190623
16409,14.064324,2.3720348,-0.082493454,-3.315241,-5.110237,-7.5888047,1.6648093,2.6992586,1.004079,0.6309272,-1.1994331,3.13183,1.3919541,2.4670696,-1.3026675,0.48015422,-1.3681238,-3.5754604,-4.8655567,-3.9478977,-1.3243915,-0.2994948,-0.26637426,-0.52169883,0.52368695
16308,-4.947997,-4.124471,3.7169628,-3.7346802,2.4413145,-2.7692242,-4.884435,1.1839911,-1.2653073,-3.2229152,-7.23306,-4.90472,-3.6084952,3.071988,-0.42070708,2.572385,3.2357543,-1.7167889,3.5288308,-0.65439975,2.1212595,-3.5895407,2.9602816,1.851454,-3.7213202
16292,15.3755,-1.9550709,-2.3655324,-2.01677,-1.3534709,-5.0072093,-0.03874327,-0.42117402,-1.6650466,-3.5555258,-3.6746671,0.21996437,0.10937247,-1.3135031,-1.5595949,-2.8915315,-2.60323,-0.53337723,-1.1372894,-1.8493257,1.2234259,-1.3093022,-1.5976018,0.1818695,0.537448
16450,-2.7246206,-5.117427,-7.4786906,4.4842706,-1.1408508,-1.0548254,-0.95854473,-5.9282155,-3.006006,-7.719559,-4.787452,4.7134852,-6.4853635,-0.5613017,-0.030712271,1.6583086,-0.46038872,6.257343,-4.2054477,-0.9432402,1.7386672,-3.1729784,-2.6881454,2.1160738,-2.1196985
6905,14.317169,0.80582994,2.1327958,-0.73290086,11.333602,1.3150488,-3.3212879,0.0126965055,-1.4760923,-1.14966,-1.0437368,1.0825155,0.13822946,-2.8525891,-1.2783458,3.973587,1.8442725,0.90888274,0.9645511,-3.6000676,0.46450165,2.4161358,2.5769348,-0.24043787,-0.72029895
5738,-4.3288593,0.8589592,3.5601995,0.54067844,0.9583702,1.3004667,-2.0200694,-6.877025,-0.5385776,-3.9470825,9.030677,-2.071761,5.055186,0.46937567,9.791997,0.8813069,-0.8322749,-3.179589,0.35518873,-0.30674115,-5.3783917,2.1699834,-1.3197858,-2.184015,-0.6245414
6934,13.840672,2.7606692,-3.9711223,-0.9502589,0.37928095,-1.0842593,1.5805779,1.2724626,6.4915724,4.932544,-1.775368,2.3047066,2.445826,0.83885443,0.98073,4.083168,2.3876479,-0.15466827,-1.2418334,-0.12755984,-1.6234941,2.6610384,-2.1294894,0.58427703,-1.5317961
7152,-4.880333,-3.8942516,-6.7132354,-1.0510851,1.4239117,-2.3848457,2.3875668,-1.7808444,5.749792,-3.2066574,-1.0697323,-6.254152,0.008076339,-1.3490984,-3.033398,1.4995825,0.29290769,-1.8971865,2.7991536,-0.30019882,-4.0362463,-0.40799835,0.8567008,4.2550287,-1.6706821
6831,-1.9594382,-6.98294,-2.2820294,1.8621075,5.9444113,2.8519473,4.1956253,6.992938,-3.5605109,-1.3007356,-2.9759724,0.5691169,-2.1769414,-3.8676798,1.2507964,3.4270062,-6.83643,0.18538646,-1.6699613,-1.5882422,4.9025145,-0.6986821,1.604616,-1.3816233,0.25848147
6506,14.039576,3.1491942,-1.4278854,-1.2019883,-5.00078,10.355877,-0.14188848,-0.6250881,-1.0537477,-0.43396288,0.36331224,-1.8056235,-1.2612829,-2.2213922,0.048622053,0.4979364,-0.972988,0.66898966,0.8163062,0.48425323,0.40614232,-0.19919454,1.5200796,-0.9595583,-0.061655752
7110,13.6895485,1.1260016,-4.438814,0.5946636,6.6283345,1.3427091,-2.6353548,0.7762091,-2.9659107,-3.162439,-1.8218313,1.0389194,-0.6429313,-0.16943587,-1.3833869,-1.3938613,-1.305317,-0.9864553,-1.4380866,-0.7521328,0.39654496,0.0768301,-0.95005226,-1.895053,-0.36865795
9789,-6.8548307,-2.6803703,-3.9972408,-2.5099657,-3.8278677,3.2055826,-0.8756765,-4.278619,0.53526163,-3.0115316,-1.4938322,3.3485353,0.15741779,-0.3075466,-1.5635401,0.9715797,0.9566876,-4.13019,0.31005654,0.72481763,2.9447925,-0.97528446,-0.40082324,2.432765,-0.3534933
9865,0.3393408,-4.25422,-1.9298394,10.15341,-2.9017448,-0.679414,1.5613657,-4.5965548,0.86223644,-4.7131357,-2.4353788,-4.828148,1.2935483,1.3041327,-0.671014,0.6027587,0.106567815,-1.1249043,1.7210913,1.5161995,-3.093355,-0.6001611,0.40558136,-4.3308406,3.2188551
9815,-5.096525,-4.9524555,-3.1541753,-3.705885,5.516755,-1.3193531,-5.0462766,-1.2239606,3.1000435,0.14017743,-1.2518823,-1.2496437,-1.9945306,-2.3679972,3.4970293,2.848601,-2.4961565,-3.342028,4.1834097,0.8565452,-0.9839956,-1.0506618,-2.9399295,-5.166193,4.429662
9967,-3.2543592,-3.4849582,-3.8183448,3.6169453,-0.33921617,-2.9343915,1.7733797,-1.2491872,-5.761372,-0.036269847,-3.9297807,-2.4814563,1.3749188,-0.98651165,3.8950384,-1.2996092,2.7506483,-1.8702894,-2.4236734,1.8425419,3.5379405,-0.23103052,-2.0491393,-0.95797175,1.066634
9943,-1.6417135,-2.8080306,8.660716,0.46435094,-1.4354087,-0.5094165,9.126409,7.529903,-3.7409482,0.29753947,-6.3204403,1.518063,1.6589545,0.74637884,3.694664,-4.8745275,0.91699445,-0.72408265,2.7932127,1.7107633,-1.105581,-0.4915253,4.101853,2.1383724,0.8630357
9978,-9.385875,19.77876,1.9256569,4.0624714,1.672655,-0.78973925,-1.4432026,-0.55444074,1.0746449,-0.092250675,-2.5096474,-0.9451794,4.63572,-4.2160773,0.74300677,-2.4389164,1.4808667,2.882609,-3.6684585,-0.6606128,1.0098326,0.072165966,-0.3708649,1.2325648,4.9902544
9795,-7.7366138,2.6523688,3.3318799,-1.0783178,-5.8392615,15.3868475,-1.7307032,3.8048177,-1.0586824,2.1049006,0.19764034,4.5834417,3.3142784,-3.8788998,-1.9883461,-0.98177797,2.2998736,-6.113373,-6.3062353,3.3422673,-0.07900993,1.5129569,0.70808387,2.089718,-0.3574547
9930,-6.952644,-1.8544732,-4.1997957,-0.31884181,-5.4997973,0.46768698,3.2481453,-6.5109506,-3.9870143,2.01702,2.6087115,2.4075317,-6.967075,1.547281,-1.04278,2.1469507,0.25718123,6.537267,1.7066898,-1.9165202,-2.4751625,1.5575176,-0.56375086,0.46429133,1.0553555
9891,15.11928,0.16443296,5.031635,-3.9791384,-2.0043035,-3.3593063,1.4643413,-1.8903089,1.0421101,1.7226969,1.2329904,-0.17837343,-0.43562302,-1.2301006,0.40737146,-1.328089,-1.6787722,-0.027383765,-1.459262,2.0867007,-1.6848097,0.9235309,0.45843112,0.25888973,1.042821
9917,-10.348617,8.563404,0.8644616,-2.380088,0.46798217,-1.7619828,-0.08048041,5.1740794,0.16046904,-3.2501407,4.1365085,-0.4596391,-1.0426733,1.758143,0.1376059,3.0406806,4.7940063,-4.8533773,1.7240582,6.522822,-0.4567966,2.3586671,-3.363495,1.9309773,-3.5448718
9955,-3.5576372,-4.947862,2.4682584,-0.36925784,5.9257493,6.3151855,4.9648476,-1.5240996,0.10283805,1.4369252,-0.003705977,-2.7248135,3.2901998,-2.8032622,-0.9102979,-1.3905096,-2.956539,-0.8761498,2.228964,-1.9558479,0.5183025,-0.8519435,-2.5702248,0.05775927,-1.4568511
9989,-7.2020965,-5.6654544,-2.8229077,-1.4180098,-5.652109,10.752345,3.8398774,-5.41007,-0.090123825,-3.7189488,1.4534612,2.193607,1.1402804,-6.06925,1.1697291,-0.6144701,4.5848484,2.7644382,-2.2222285,-0.14183772,-2.5231378,-1.1988261,-0.33481708,-4.757231,0.7083017
9852,-2.8504837,-4.3023252,2.6029856,-0.09846524,0.12446311,-3.674994,3.165982,-3.1790514,4.5586185,-0.20015092,-2.0397432,5.7051644,8.231262,-1.3801132,9.141553,2.1321366,0.1868002,0.32994798,-1.4491788,-3.138783,-6.7172933,1.4308949,-1.7290024,-0.8245437,-3.3258264
9805,-6.811479,3.7848272,1.88109,1.6174479,3.2907054,2.3675208,11.551506,2.7349095,-6.1052723,2.7644277,-0.72765404,1.3339431,-1.4257312,-1.2501224,7.037917,3.310551,-1.2711358,-2.5516722,-0.3128589,-0.56094885,-1.9078081,-1.2670399,1.7472851,2.5129828,0.20627975
25103,-7.9869046,0.54544437,-7.710146,-1.4080937,-2.8651814,-3.5858204,-4.8596535,3.8732033,-0.23891567,-2.0882523,7.218099,-2.145939,3.2147965,3.9605649,-2.4781244,-1.6977205,-3.4944456,-0.39841998,0.6161281,-0.103013836,-3.2623913,4.0482283,2.417317,6.863568,-0.78041357
25150,-11.501187,19.446386,1.3989053,-2.0177524,4.331943,-0.17601866,3.4021382,0.119939834,7.262711,-3.25931,-3.4273312,-4.180185,-5.870891,-2.4609032,-3.675029,-1.637753,0.8115894,-0.6648537,-0.8716129,-1.8427657,-0.5169877,-1.952418,0.7283392,-2.9286497,-2.6341627
25133,12.215779,4.9653044,-6.3516498,0.59036756,2.7786286,1.0192994,-2.0623314,3.7204757,-1.9799452,-1.2994947,2.4639208,1.3997141,-1.03139,0.9556112,0.044023953,-1.9380319,5.767207,3.4555113,7.9759927,0.062304277,3.5805008,-0.455448,-4.3987656,1.9660143,-0.35984212
25118,12.803909,5.674367,-4.1386266,0.5269983,1.904524,-0.042547155,-1.3776658,0.24260522,-0.31860667,-0.77751946,-0.29170918,-0.030333765,-0.3267955,2.2095664,2.1242185,0.24888964,1.1005466,-1.1786381,2.6467845,5.778985,0.94858265,-3.742331,2.54042,1.1423696,0.81150943
25078,13.921902,0.49105787,-4.635327,0.35834467,7.6852245,-1.3846929,-2.4856193,1.5809859,-0.1621731,0.069721214,0.2784039,1.9877532,-0.13428742,2.3179622,-0.12345583,-2.9487765,1.4088049,0.17252177,1.2266828,-0.12378696,2.496647,-3.454845,-0.73936665,-0.2915393,1.5152712
25071,-11.526907,18.780048,1.1752497,0.12259827,1.1115108,-1.4903754,-8.230584,-2.550952,4.04071,-0.40701196,-2.8806353,-0.103112414,1.5946611,-1.1294645,7.095224,-1.5168345,-4.4461546,0.8944181,2.2642984,-4.8857408,-0.70923835,-0.38556,0.22297701,-2.485304,-0.28453207
25057,13.292416,7.0174055,-2.167133,-0.15742607,-2.698746,2.460629,0.30687952,-1.7105393,-0.40266293,-1.0998102,-1.0625256,-1.6851923,-0.4982316,-1.5654619,1.4399221,2.747303,-0.09059204,-0.3811397,0.28055352,2.523634,1.6080866,-1.437673,-1.5622311,0.09521094,-2.2948055
12107,0.29833862,-1.9879807,9.401003,-0.6481097,-2.6025462,-2.2673075,5.845913,1.4995707,1.5064815,-5.7535357,-0.8999804,-3.913296,2.6320987,3.3106604,-1.476996,-3.3909786,-1.85696,-1.9550731,1.4463406,1.0068301,-3.976304,-2.1251352,0.8997418,3.174459,1.6943554
12235,-5.69672,-6.7456512,2.1857312,-4.338975,1.3222091,-3.876975,-0.65856254,-5.196924,-0.55992246,-3.2145438,-1.8744391,3.925191,1.8908327,-0.54655945,-3.5220108,-0.9994763,1.7029303,-4.3196454,-1.651906,4.9184833,3.0333784,0.7407757,-0.02325143,-4.6717963,-3.6558034
12146,15.528546,-0.9023546,0.5159567,-1.4593389,3.7724254,-0.7788162,0.73250854,-6.204786,1.5499254,0.8500307,0.084598705,-2.648175,-0.7789052,-2.8076022,1.3103538,0.025353163,1.0053197,1.8947096,1.3163091,1.5241894,-0.3384303,2.1214616,1.7816439,-1.0916737,-0.6569102
12223,13.477883,5.1531534,-1.3500301,-0.70009553,0.32169408,-3.1429691,1.1959525,0.023829315,2.449505,1.5107284,-0.97288084,1.7834675,1.1374664,3.7887704,1.2112293,4.6098127,4.6096177,-2.445127,-1.0610135,-0.94235027,-1.9049143,1.3841294,0.23323862,-1.1631805,-0.7776581
12185,14.505691,1.7275957,-4.6116147,0.8778523,3.0149684,-0.59083337,-0.1791108,-4.0564585,-0.22418295,-2.493931,-2.7399762,-2.0150785,-0.56321067,0.2919009,0.9777222,0.9537885,1.20753,-0.6834183,0.39051557,2.2728343,-0.47687343,0.20852546,1.8921,-1.2347702,-0.9036689
12120,14.541988,1.389875,-3.436845,-0.31918412,0.18301237,0.13401774,0.09789598,-1.6420834,1.1749456,-0.37784612,-2.408083,-0.29519206,0.26198584,1.8640573,0.41184524,-0.3050073,-0.48910835,-2.345485,-1.763447,1.7751505,-2.2181325,-0.8375162,2.819779,-0.71729684,1.911328
12211,13.541754,4.36955,-4.2856336,0.07198592,0.948489,-0.12075363,1.2549244,-2.9130795,3.5231843,2.9156055,0.20333861,-0.58920205,0.4600244,1.5603215,2.020598,2.0689197,1.8619872,-0.9000828,-0.7726286,2.6446054,-1.7847129,0.7384341,1.8688115,-0.6589513,-0.6540013
18381,-0.11974862,4.029518,-0.64703393,4.1520276,-0.79506654,0.18061785,5.778308,-1.6116287,1.2438289,-0.73452586,0.1182517,0.12945859,3.3165946,1.3110747,-0.6852684,4.1171727,2.4741914,3.0422451,1.4377334,1.1816239,-1.8368288,5.5559907,-0.8297859,-1.4487873,-1.9557942
18152,-4.7759986,-5.354945,-1.2724729,-1.554953,3.4046066,5.552728,-5.7447,3.8677893,-2.7028496,6.3350167,-6.035965,-1.8742783,-2.0708032,-1.2089529,1.729419,2.0024364,-1.6485298,-0.73930293,0.2703334,-0.7652126,2.6490858,0.058801375,-1.1652927,4.16772,2.1817582
18280,-6.2087884,-6.3604145,-3.1830072,-6.0118375,-2.0045264,-2.53652,-2.2047007,1.4159969,0.53280044,0.15240718,1.1497324,0.96492296,0.49509546,-9.25086,-0.93345755,-0.26353484,-2.5775158,-3.5743427,1.8823059,-0.6229414,2.0746784,-1.6276453,2.3440688,-0.1981342,-0.34638444
18363,1.5991867,-3.6825628,5.862476,5.8327494,-1.7882787,10.18696,3.1264005,-2.187994,5.562908,1.2457286,-0.60870785,-2.4350402,1.5196031,-1.0021131,0.7473203,1.044769,-2.6623716,0.5439492,0.24932814,-0.5561669,-0.02004051,2.211475,-1.4898436,-1.8543051,-1.5905968
18135,-4.818485,-5.11808,1.2650357,-4.6484733,-7.5482936,-8.7026825,0.4378318,0.32017827,-2.3437028,-5.27375,-0.6791558,1.1307899,2.3541584,-3.2945437,-1.5500488,-2.028471,-1.3027905,-1.368343,-2.6542685,-2.1303732,1.6336527,0.44260365,1.6165229,2.5672722,-2.8418097
18369,-9.421483,19.789328,1.2796661,1.1472661,1.2540143,-0.5964962,-5.3698187,-3.6437278,0.96998984,0.8229735,-2.4987755,1.7679726,4.5392566,-3.0971882,3.892689,-3.4123707,-2.276045,-1.4977165,0.54477954,-2.379921,1.8111994,2.910677,2.3903987,-1.3245811,-1.0375597
18313,-6.1788707,-7.9514456,-0.7478435,-3.9933782,4.791299,0.90798706,1.8926103,0.27988353,4.652072,-4.0014844,1.7299513,1.2466401,-4.2639875,-7.0249567,1.7958933,3.5472643,-0.35420412,-2.2505183,3.889784,-1.5637176,-0.35062847,-4.974322,4.4086204,-5.935923,2.0944157
18170,-1.5204244,-2.4483614,-3.6985786,2.8042088,-4.7854805,9.83656,4.7639685,2.4745486,0.5395941,-1.0563467,-0.1077124,-1.8997684,1.6494744,0.76051044,-1.8003114,0.61772573,-3.4295945,2.9858325,-0.6619412,3.6221986,1.5064037,1.9887131,-1.9332007,-4.1361685,3.0377874
18374,-4.072926,-3.2149057,-1.2638988,-2.2164364,8.725457,2.2603998,2.5066078,3.902912,6.4224873,-3.8730855,0.26802444,-2.4243321,-2.320636,-0.5447698,-4.117637,-4.765938,2.349424,0.65468454,-1.0476701,0.060033187,-4.1338058,-4.099167,-0.65903294,-2.3892133,-0.38957176
18269,-7.367496,19.728804,2.7792645,5.8607416,1.7846074,-1.3299601,-0.26499414,-0.37808692,2.3853245,-0.7937569,-2.184564,-2.3507473,1.0574095,0.13657594,-0.8515391,-1.0627934,-1.3000786,6.1762195,-3.1265922,-1.7964131,0.75726956,0.54672617,1.6315176,0.69522214,-0.13269901
18342,-4.770022,1.6774461,-8.5119,1.4529277,-1.8460466,-3.570081,11.027844,-0.236178,-3.0131385,-6.981714,-2.0487967,-4.644633,-6.6475096,-2.4446588,-2.963703,3.3506818,-1.4061294,0.13741736,0.17718895,-1.1252984,-0.63995683,-1.0893697,-3.7877493,-4.2311296,2.6233804
18245,12.736386,7.952587,0.00220902,0.0077746413,-1.4005297,3.7879477,-1.0752124,2.648591,-0.17630386,-0.4972764,-1.3229429,0.93641037,0.4457806,1.1526496,0.62515515,3.0722523,0.17594974,-1.5610701,0.21847744,2.9586196,-1.8886881,-0.011380349,-0.76191497,2.8115857,-0.7297666
18349,12.86207,5.672554,1.1451635,-1.3122954,2.6532545,5.0477386,-2.0540488,5.703568,1.2681206,3.364999,0.4100172,2.9401124,-0.06100881,-3.6561623,-1.0586244,2.7059946,-3.7688165,1.2436265,1.3698769,4.94346,0.5160944,-0.42961666,-0.88130546,2.7008855,-2.1219914
18257,-7.3217115,-1.3150096,-2.1755621,-4.521384,0.024779856,1.260921,6.4260635,2.676964,4.148681,-0.30245528,0.5140329,-0.37745732,-5.714025,0.31880164,-4.13394,3.3616772,0.8964093,-2.6422603,3.1322222,3.129918,0.38015187,-0.9391583,-1.2905825,-5.844292,-0.062172525
17905,-1.1391053,-1.1834683,0.22881198,0.9668484,3.1374884,-3.9802558,-3.19245,-2.1566675,-4.966249,-2.2223523,-4.6456823,-5.063112,-1.9699264,6.561927,3.3587072,0.028232804,-0.18299465,-0.70499784,-1.4250776,2.2927475,0.7183649,-0.039382357,-0.9088976,1.3337349,-2.5593333
17842,14.030154,1.0089713,-2.7108572,-0.2807119,4.702828,-2.2134116,-1.5267138,1.0113367,-0.6210971,0.5316783,1.3008455,1.9290134,-0.45021436,4.2267346,0.23884244,0.24471392,0.70940536,-3.1184788,-1.5977417,1.7660333,-0.9568657,-3.373428,4.8914285,-1.8699579,2.076372
17855,-0.232147,0.00052382424,-5.929445,8.251288,-4.651526,-3.996608,3.6448896,0.09844265,1.195186,1.7747228,2.5748672,0.8587662,0.7069478,3.3552277,-0.38899136,-1.2116897,-1.3585353,-1.403114,-1.0868355,-0.20027332,2.9581788,-2.917037,0.1898687,-2.124,-1.3658074
17868,13.285678,4.3176346,-2.9186885,-0.75091845,-2.5373087,4.430722,0.6048751,-4.216808,-2.1358478,-0.43791077,1.9174826,-3.466423,-1.692095,-2.8899503,1.0647324,0.82896084,-2.058437,0.45732775,0.09050944,2.324511,-2.2888849,2.233258,-2.8115175,2.6070693,-1.1679139
17893,14.8490095,3.3903544,-3.282912,0.90342516,-1.1716934,0.073761486,-0.2918164,-4.1673727,-1.0771503,-4.5901713,-4.581726,-2.5174754,-0.16811305,1.8367575,1.761754,-0.4780782,-0.9833372,-2.6649554,-0.9837063,3.604463,-0.7864622,-1.5958675,-2.3658478,2.4252477,-1.8110986
17881,13.613014,2.7669792,-4.084941,-0.98576427,-1.130424,-1.3794465,1.4550481,-1.4626526,3.0829945,2.7893164,0.04608063,0.98400307,0.8773008,3.4461932,0.40756693,-0.24789466,1.414848,-1.9523201,-3.800908,-1.9427553,-2.8974211,2.1361203,2.8449051,-1.356922,0.09545569
17929,13.762989,2.9425905,-7.054494,1.8480184,1.305333,-0.35377717,-1.6679095,-1.9507673,-4.7250247,-6.789783,-3.1906288,-1.3203216,-0.7766242,3.3539402,0.35157534,-0.4183645,-0.078452155,-3.8589633,-1.7200314,1.420983,-1.0416899,-1.9049418,-0.06052195,0.50650835,0.8608187
15186,-5.5382833,-1.1417738,-3.6457021,-3.050106,1.0936639,-1.0125641,-4.054412,2.2263782,3.3653986,-0.06938948,-0.19889702,-8.634858,-4.330273,9.468966,2.0482204,-0.4233336,1.9680877,-1.608915,1.2539259,-0.6485777,1.9350693,-1.1878576,2.8071637,1.1626515,-2.854234
15264,-5.4504056,5.029552,2.0664918,0.6918222,1.1689892,2.4185653,-2.9554067,4.4430065,-3.5640118,-9.226904,1.0735443,-4.4742694,6.681706,1.3367105,-1.8577166,-0.22739114,4.9463773,-0.09090719,4.0849524,-6.5632954,-2.5901504,2.177578,-1.4223344,4.9413915,-2.8304832
15246,-5.7716856,-1.0239623,0.72011673,-3.6234715,10.704522,-0.9063346,-5.23074,6.326734,-1.7849624,-0.9947258,1.3803897,-6.518048,-4.8212047,3.6514957,-0.090024844,-0.31098035,0.44141343,0.8159056,3.1394966,-0.070006005,3.5446353,-1.6896894,-2.597137,0.045336094,-5.0586233
15336,-4.3118744,-0.7603374,1.2403779,-0.4181434,1.0487332,2.2437193,3.124239,-9.47916,-9.39954,3.0070496,0.52193487,-3.9888535,0.22734712,-1.2417026,5.622587,2.225864,4.040897,1.9028486,1.3461463,-0.17503573,2.7887678,0.38948235,-3.1810694,1.1878698,-0.0008387207
15354,-2.5628674,-1.12184,4.116701,4.463229,5.5518565,0.2052508,-3.414653,2.7148914,2.7154117,-3.1414464,2.244247,-0.25745615,3.7779095,3.1714656,2.4612446,-2.6622386,0.44775435,1.2268423,0.8497059,3.9546907,-2.0609539,-1.6854998,-3.4273036,-3.2958965,0.9555839
15420,13.763848,1.3448619,-3.5190592,-0.6388176,3.3202026,-2.5756977,-1.869722,2.2458913,-1.9204895,-2.5445118,-1.5731988,2.132461,-0.40104714,1.6681647,-2.4581993,-5.0951433,-2.6530476,-1.6354443,-2.3861701,-1.5933272,-0.9422947,0.40072867,-1.1632917,-0.16627431,0.77687424
15484,14.03494,-0.84234315,-4.633707,-0.32241967,6.2142067,0.6567943,-2.631348,2.7765203,-2.7849555,-2.0175333,-1.660605,0.8751001,0.15137695,-4.1414347,-1.2083439,2.7502985,-2.409585,0.72449934,0.711868,-1.1007271,2.4916122,-1.4724168,-1.8846772,0.7599593,-0.65108436
15499,-5.650405,-0.042296715,1.9446965,-0.33665234,0.97589755,0.67471594,-2.0855262,5.595276,2.4812613,-7.293951,3.0283313,-4.5100317,0.61593616,4.0995045,0.46383268,-3.1703897,-2.6292596,3.2121017,2.66018,1.5415543,4.0526757,-1.4219,-1.6854936,4.524394,-2.8636005
15216,-4.647048,-0.20220385,-3.0661075,-0.416778,-1.6066399,-2.8132057,0.15789509,2.7621589,3.0923004,-2.2007866,0.2482265,-0.89713216,1.0814723,4.8523965,-0.68374777,-5.3470535,1.4617006,-1.6140459,4.4054136,0.94211257,0.689047,-1.7428011,-0.98719805,-2.5630305,-0.7368527
15318,-5.9789133,-4.753623,-9.346781,-0.90018636,-5.1807456,-3.2298114,-3.7819612,-4.271485,2.5128372,-4.887062,3.631795,0.15344815,2.0669,-1.1130872,7.9133444,0.80458975,1.263757,1.8324023,1.1492344,-4.0692344,-0.27135873,2.1131077,0.7826577,0.2877091,2.2138758
15178,-1.8713746,-3.8896508,2.657982,-1.00635,4.7593093,-0.19599041,-6.0774584,-5.430829,0.93662345,-7.8835273,2.275785,-1.8586887,0.8295247,0.9213583,6.088854,4.43481,0.1098969,-3.4802592,-3.203898,0.09358245,0.13003668,-0.41386044,1.9947442,-1.3740767,0.209109
15194,-6.822623,2.0130713,4.2544627,0.5154302,-1.3303746,0.452013,0.9445273,5.074649,0.26829997,-1.4508452,-0.5383474,1.9536289,0.17080447,-2.7475507,9.594062,-1.1239184,7.8474464,1.0114269,7.4028864,0.63501966,2.9002705,1.594309,-2.351794,-1.293267,-3.103345
15436,-4.1983013,-5.2553144,-0.9743669,0.11580156,-0.72617257,-1.0623257,-0.5318855,1.1533692,0.26786152,3.3996613,-1.635144,-0.38498068,4.90747,5.6295657,-4.215688,-0.5770255,-0.8913557,3.2340894,4.6564636,-3.1893814,1.8205181,-3.0040653,0.08884117,0.6549192,-1.3685871
15229,-1.9664117,-0.7695748,2.912622,2.969818,2.2952716,2.2039917,-3.088985,5.664471,-2.0353808,-10.347522,-3.1807709,-2.2519825,0.184257,3.5041468,2.3283234,6.6809916,1.9147174,3.6970823,1.9617213,-4.2551475,3.2422721,3.2901506,3.9654994,0.017423911,-6.4774985
8904,-4.6618853,-6.6991005,1.0820864,-2.3350396,3.7293913,0.13410382,3.6550379,-5.2136903,4.915378,-1.2094893,-5.2204385,3.1303086,-1.7177463,-1.2319607,0.7705078,3.579255,-1.611987,7.4060116,-0.03168563,3.2256434,-4.1696897,0.26811966,-1.8940244,1.4461423,3.231299
