,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25
13486,14.732004,1.544393,-0.95116645,-0.31647617,3.0472128,0.668141,-0.017846944,-3.1707304,1.289004,1.0517051,-0.19306462,-1.0654831,-0.17659137,-0.20628963,1.1228212,1.1006879,0.31697133,-0.26516727,-0.27593845,1.7430179,-1.6036416,0.8360966,0.82558894,1.1120949,0.49789304
13454,1.6948981,-6.584949,7.127554,9.566909,1.6768755,-1.7688202,-2.6144316,3.4624078,-0.63856864,-1.9923638,-4.599238,0.7127851,-1.4566447,-2.1347,-1.0190505,6.2937403,-2.6010695,0.8802893,-0.6601908,-0.57391244,3.2733603,-0.20807713,-1.7924554,-0.15580492,-2.5536616
13403,-5.1155353,-1.8550107,-0.69914424,-4.582724,0.3615924,1.2993755,-5.62568,-2.4980001,2.12801,3.2002954,-2.0742118,-4.7010217,-4.285443,6.332545,3.2856238,0.5438991,-0.46056065,3.9426036,-2.2351859,-1.6923664,1.4177767,-1.7526004,0.851939,6.1638975,-3.9069364
11330,-1.7637124,-8.539514,0.48734838,-0.8692398,-0.07527698,-1.8321952,0.20851201,-2.7098722,3.322365,-3.3704717,-3.5430214,0.76289994,5.95687,-3.7103064,-0.33006445,-0.5404058,-1.3618805,0.24791086,-3.7485952,2.3797374,0.7468782,4.1496,0.14284855,-2.3001058,-1.1813182
11369,-5.8614783,-0.839626,8.302823,-5.3656645,-3.2969139,-3.4159157,-4.749222,-2.4476697,-0.100859106,-1.3821912,5.0938067,2.343317,0.32440862,-0.17836325,2.5044243,-5.0143523,3.7050252,-0.05506863,-0.8721504,2.310868,2.7660844,-0.590618,1.2440557,-3.2269728,-0.90976685
11587,-3.9683492,-1.6863198,-6.125263,2.0946743,-2.017639,-1.5494713,8.441876,-3.115183,-4.983025,-4.4109983,6.394294,-9.556715,1.1292875,-5.8834558,3.0372646,-1.4182721,2.2393246,0.89256704,-3.5270205,-2.546743,-2.1361399,1.5741296,0.27527344,0.88398534,0.6526189
11649,13.098669,3.802655,-7.152128,0.4368328,1.1217631,0.10523304,0.36562723,-0.92378026,1.5772352,0.45946962,-0.46831205,-0.39747378,0.019774295,-2.584484,-0.099754214,0.09131254,0.06869053,2.1893497,2.4886084,2.7622955,-0.4264131,2.9147227,0.0058249966,1.244462,-1.3945993
11995,1.4932007,-4.8288803,1.0269803,17.50105,1.9514176,-3.7994032,-3.7236328,0.8877318,4.231973,3.8520722,1.1582997,0.46134096,-3.3858304,-2.284565,-0.603427,-1.7794403,-0.08883662,-1.1770808,-0.6349938,0.37814736,-1.8346918,-0.28033257,2.0658414,0.45087528,0.6294144
11389,-0.5106189,-1.2403698,2.4846156,-2.3218174,-8.047669,-9.959039,5.1576424,4.8970675,0.48158005,-1.5505661,0.47613928,2.222159,-1.3896443,0.9024971,-2.2796302,-0.35228765,-3.1365712,3.1021044,-1.1259269,-0.5339662,1.6354313,-1.9578401,-3.0831842,-2.2536414,3.209757
11297,-2.0612302,-1.9555508,-2.6801276,3.8936694,7.056042,1.146127,2.020658,0.5113296,-2.7720888,-3.971726,1.5835925,-0.179139,-1.2695811,2.9961915,-1.487555,1.5154642,-1.7352024,3.9501536,-0.3448444,1.5393203,3.6265707,0.71969557,-2.5678482,-4.3407116,5.541168
5928,-4.603136,-0.18503414,0.3266204,-2.810762,-3.865175,5.7345786,-6.1273637,-3.3858,-1.4085597,1.5887007,2.26624,-5.3172154,0.14226452,-0.76266336,3.2759166,2.852614,-4.8722258,-1.4428289,1.1088684,3.7884572,-0.027468398,0.96191216,0.6192369,2.8015976,4.348758
5908,-4.038115,-5.928247,5.5788584,-1.754935,8.286294,-1.0799627,2.6538184,-2.4056923,-5.8081436,-0.011752098,-2.0085843,4.593309,-0.6006621,-0.599725,2.3859892,0.2122444,-5.523002,0.27910745,-1.509343,-0.030235184,-1.488519,-2.9319324,-2.4832804,5.341893,-0.71708405
6046,-5.9919477,-1.1879575,-3.2884238,0.11967991,5.661034,-2.0342793,-1.0774474,3.5912004,-0.43194523,-4.5514,0.30636528,-0.14630988,-1.9874517,2.2860367,4.022915,-2.4272609,-0.25578925,4.282937,3.881313,3.1298544,2.2468014,-3.9513705,1.058735,-2.282738,-0.42951748
5941,14.324565,1.0019716,-2.728558,-0.83545697,0.54170465,-1.029907,-0.21959955,0.5387554,0.5309998,-0.727141,-2.390645,0.43016317,0.41153154,0.03854327,-0.010966861,-0.15640678,-1.165026,-0.56470513,0.3856777,3.0728307,-1.9354132,1.032091,1.696525,0.7645764,-0.82992613
5900,-5.71618,-1.3971714,-5.9098434,-0.3925178,1.3226953,-1.8457991,-3.6297138,0.56377316,5.4328947,-2.0954964,3.4187465,2.2340736,0.6963479,0.23503968,3.7416923,-3.3591115,-2.4528291,-5.292164,1.5112528,0.20242031,-3.4633121,-0.2515707,-0.9782462,-1.0765333,-3.3925192
5892,13.767631,3.0427468,-3.4969273,-0.4757459,-1.2889205,0.44438708,-0.054744452,1.3061253,2.190925,-0.03463367,-2.5567253,1.1442647,0.32415688,1.7569103,-0.13920239,-0.7510053,2.3597155,0.43738595,2.597749,1.0260773,-1.664979,0.9755219,2.0682366,0.60914195,1.4895431
6001,14.299685,2.708007,-1.9706728,-0.23239803,2.3536808,1.3385098,-1.0644363,-0.3074139,1.3937745,-0.43154275,-3.4754217,-0.11347506,0.031655267,-0.4977458,0.5441522,-1.5622693,-2.5380144,-0.52221996,0.27285746,4.1617923,-0.2940221,-1.4488177,-3.3946843,2.3903773,-0.85988337
11865,-9.401204,19.289747,2.4006586,2.0973136,3.696164,-0.38827553,3.0853107,0.95537645,6.5718794,-3.654412,-1.8156953,-4.5476613,-2.08765,0.92118436,0.15166666,-0.45108306,-3.4276097,2.5587873,0.23153505,-2.2070124,2.9064982,0.17467988,0.8642966,-5.0899706,-3.4215422
11833,15.2198715,0.33849415,-0.6779646,-0.87355465,1.9252868,2.475495,-0.31089982,-0.78954726,1.9329865,1.2140992,-1.1464285,0.2265247,0.37735128,-0.62537926,0.43365768,0.5001189,-2.1326535,-0.4978619,-2.1637616,1.4412328,0.10600495,-0.6049831,-1.1734008,1.3737308,-2.2177582
11789,10.459333,-0.7834888,0.19372234,1.2771581,2.4491746,-2.027313,0.46581286,-2.016153,0.8894827,-0.853028,-3.9386423,0.10048712,1.7287234,4.727531,-0.038916275,1.355813,1.9101195,-1.9584589,-4.23888,-0.02679048,-2.6297045,1.8640293,-0.051302105,-0.8840455,0.049450256
11813,-2.414966,-7.18408,3.1858664,1.2670492,3.3759449,-1.8606067,-0.438971,1.1330582,5.4508433,-1.4226108,-1.4000549,-4.07282,5.129727,-0.66219383,-1.4166116,-1.8138722,-1.5260991,0.9283596,4.7408867,-0.13737741,-0.23269969,-1.6020075,-3.9201663,1.7318786,9.071952
11803,14.12554,3.4312356,0.17324229,-1.491331,-2.3328097,-0.86011153,0.5293517,-1.6002467,-1.9270833,-1.1388983,1.4231339,-0.696571,-0.8642293,1.2490976,1.2769886,1.8487217,0.42353255,-1.8895499,-0.54670215,0.8691619,-0.07884729,-1.0473524,0.4174765,0.4961823,-1.9529923
11899,-6.207318,-1.8966558,3.8688984,-5.450105,-8.878107,-7.7332053,-3.612481,-1.0205704,-2.3643332,-3.575953,-0.7858702,6.2564507,-4.4673915,-3.343464,1.3645052,1.1212229,-2.0986235,3.3482027,-2.4417768,-3.1183164,-1.537467,0.08969788,-2.9360092,0.64631426,0.8372872
11853,14.45342,2.5763874,1.0163662,-1.732439,-0.5932965,-3.6111934,0.34685513,1.7001549,1.9643898,0.7584007,-1.4070524,3.0420291,0.76116705,5.1215525,-0.6010844,-1.1608644,1.879131,-3.0031216,-2.1929898,-2.7312703,-1.534535,-0.069352336,0.21068007,-1.032211,1.0010054
11751,13.651842,3.8417077,-3.2566292,0.6475442,3.090001,-1.5469677,-1.2148545,0.9246842,0.3572933,-1.1684333,-2.3610234,1.3429263,0.8610989,3.0279405,0.69599634,2.8926468,3.3807836,-1.3923475,1.5197514,0.83874595,-1.2058638,0.38509247,2.3091345,0.12838615,-1.2192502
11876,15.35571,3.7663465,8.230492,-3.5398037,-4.121356,-0.54239905,0.13957213,-1.8089589,-1.2060877,-2.9396694,-3.6715708,-1.878234,-0.22623618,-2.796322,1.3813748,2.1391592,-1.7917383,-0.6729067,1.035967,2.524102,1.1285948,-1.6451068,-4.000573,2.7608724,-0.9330195
11772,3.2515202,0.84791714,9.370816,4.0309896,-2.7416263,-1.4392565,2.343874,-0.7993621,2.531076,-2.3894668,-3.5328774,-1.4401298,0.8095483,0.54336154,0.8877643,2.550748,-0.72455883,0.9733093,-1.8303044,4.629113,-0.2295124,-2.595141,-3.0045977,0.9573768,-0.3763163
11823,-4.0557027,-3.140879,6.2565336,-3.8678026,-3.1112366,2.8913538,-0.40994862,-4.803898,1.6956758,1.0969267,-1.5560236,-1.3492084,4.1675534,-4.0734587,0.52610934,-1.6939641,2.7327178,-1.8127735,-0.26598746,3.6556196,0.15144917,0.32214424,-3.3838737,6.8232985,4.210315
11781,-0.35177147,-5.1769285,8.82854,-2.7087963,0.4597067,1.5948693,6.0232587,-0.8627802,4.868848,-2.4959722,-1.8519137,-7.980798,-1.1537976,-0.5103466,1.104561,0.2932289,-1.5487019,0.59088516,0.6826055,2.285122,-0.40312,-1.2287321,-3.3719907,-0.6198026,-0.5800979
11763,12.645554,6.9561872,-2.487125,0.037855078,0.59069526,-1.8876007,-0.23090792,0.21261969,-0.5046363,-0.37796468,0.49186078,1.0448483,0.4044384,4.3678756,1.5610048,4.2067027,4.306021,-2.84317,0.0072882664,-0.9655184,1.1840802,-2.5829196,3.4811494,-1.5385631,0.5040637
11888,-2.481984,-3.816544,9.04117,-3.9389775,-2.1250215,-4.2857122,-1.6756749,3.613167,-0.62675935,-4.608437,-2.6761286,-0.8063132,5.9308157,-2.4201536,-1.852734,-1.7709246,0.19789217,-0.9866054,0.95894414,0.9544354,-1.9319685,-2.0681212,-2.7962384,4.461432,5.231526
4447,15.3870325,1.7151526,4.766902,-1.862259,1.3498988,0.43525952,-1.2026159,-1.0907295,-0.031968128,-2.1626992,-3.8309455,-0.3871814,-0.101658195,0.9491867,1.1596775,-0.33780435,-1.9641504,-2.4066312,-0.97523,3.3825412,-0.53165257,-2.3765225,-0.9361457,1.5313011,-0.16550493
4407,-4.3661895,-3.2464561,11.559583,-8.714023,-4.498301,-4.6692953,1.3167702,-6.7981696,-3.776666,2.375033,-0.80912286,-7.351035,0.65841043,3.0652034,-1.063505,-1.2622267,-1.027884,-0.972088,1.5903347,-2.326475,1.0104244,-1.0044843,0.47233817,1.1055756,-1.2964574
3808,3.0627222,-7.2650895,4.792176,15.549466,-3.1990921,-5.0071154,-2.2669058,-0.4589314,3.7186236,2.5388484,-0.35029188,-1.4364432,-3.326113,-5.090263,-0.6902635,-0.772032,-1.0099636,-0.30662245,0.6853375,-0.9234764,-0.33073038,-0.57417625,1.0440567,0.55471176,0.035607837
3903,-2.1522684,-0.83307713,9.002817,-1.6231651,-1.6104425,-6.8659644,-3.777794,2.6470342,-7.178096,-1.0301572,-2.0129428,-2.012131,1.5951271,3.8290021,0.036782928,-1.3563703,0.21231651,0.7661595,-5.346882,1.9560506,-2.4770665,-1.868836,-3.7773829,-2.226963,7.5754747
4217,-0.025780404,-1.9876593,10.122511,-3.5952797,-3.6438806,-5.5264874,2.6135113,2.6064496,0.41977748,-7.0354505,1.3531967,-8.691823,2.3513417,1.982532,2.7044058,-3.284174,-0.09197422,2.283919,1.5618172,-1.5759357,-1.3075633,-0.45720086,1.7953376,-4.514354,-2.1547503
4543,3.060567,-6.9600353,7.9590464,12.973235,-2.4536839,-6.4858456,-2.1006095,-2.3387349,-0.096733406,1.9059004,3.1893978,-0.72853166,-4.8599806,-0.9486273,-1.8914735,-4.7471395,-2.1561167,-2.6145914,-1.7732004,-4.6190424,-0.8147553,-1.0157307,3.4759371,-0.7483049,2.2206638
4685,3.1596746,-6.102769,15.493422,12.401608,-6.077252,-0.51357317,-3.218644,0.9061377,0.36887154,2.0667837,2.9680765,-0.52848995,-4.825795,-2.3397374,-1.1468707,-3.5705206,-0.29163533,-1.7122482,-1.0599033,-3.7065103,-0.4276046,-1.8480407,2.3543901,-1.3976538,2.5046024
4664,-6.2710295,-3.9006586,6.314886,-6.8033648,-4.1317534,-2.9121857,0.13106899,0.8652263,1.3962164,-0.48008054,-3.3706155,5.198523,-2.0454772,3.380481,-4.0662203,-0.28114685,-4.9565682,-2.1495657,2.927115,3.3572822,4.3966913,0.8894157,-4.7615485,2.4017076,-2.6094246
4148,14.490864,-0.018936997,-0.5096874,-4.4273453,-7.4628,-7.607662,2.45261,0.9330252,1.3209755,1.505157,0.6184073,0.933041,0.1319873,-0.9873575,-0.55561835,-3.5737684,-0.17854151,1.4684273,1.9208022,-0.82232124,2.466775,-1.9324229,1.3430822,-0.1956511,0.57923174
3799,-1.5410367,-1.0283338,2.527488,3.5362659,2.2814324,-0.87264216,4.020276,-9.332631,-3.4705796,2.1220205,7.2109632,-1.4173111,-0.2084383,2.7585914,-0.8404359,0.99006116,-0.18323955,0.08367549,-0.23596251,1.2343972,0.5448245,0.46958205,2.6652048,-4.7382727,-3.569026
4186,14.988486,-1.2767191,0.0025157144,-2.0149603,1.9177204,-2.5600674,0.06430419,-1.067472,0.85346943,0.76573807,0.7543475,0.47185934,-1.0111028,0.21355253,-0.86631864,-5.135654,0.411564,1.6051991,2.29208,2.0706177,-0.9841232,1.41357,3.1781707,-1.4662806,1.0023243
4641,-3.291087,-7.598334,-2.7880292,-0.90011543,-2.6036227,-5.695001,0.10686089,-2.1727998,1.5593013,-4.3075776,-1.6058271,3.3015027,-0.66021615,6.6959715,2.7820013,-1.7776505,-4.6073093,12.961672,-1.9300555,-0.98654115,0.6168938,-2.1981986,4.993732,2.1489434,-0.15862161
3888,4.6398354,-4.764885,2.102529,1.0916221,-1.4215854,-3.8511124,1.9621297,-1.522074,-2.0349123,-5.152365,-5.883259,-0.9798237,0.65483195,-3.1948721,0.011905448,2.0429535,-1.5597855,1.3165556,-2.062238,2.0539799,0.7154422,-0.09721176,-0.7828445,-1.3521969,0.2192074
4118,-0.67985314,-6.5146317,3.9895163,2.3950398,-0.8915716,-0.57403016,6.0042095,-7.596448,-2.6584532,-3.7654586,-1.1173706,1.7457811,4.86782,6.277012,-7.2763515,1.3463404,-1.3259304,-0.9103523,2.5643203,2.0277426,2.629905,2.5178156,0.8041993,0.16809839,1.4356959
3710,12.742808,5.0775785,-5.463084,0.54301906,0.99762666,-3.8858175,0.0680128,-2.4063883,-1.750652,-2.6108747,-0.0024493216,-1.5460467,-1.1548231,1.3861842,1.7139757,0.0075904783,2.4902155,-0.32316178,3.2744374,5.4884405,0.40549064,-1.2448192,5.764261,-0.8649168,0.06605821
4088,-4.6426196,-2.2265372,10.7426605,-4.421735,-2.8001714,-4.0031595,1.0048276,-2.1967206,3.2807438,-7.31708,6.708691,1.8995667,2.9461584,1.2659069,7.778142,-1.6496018,-2.588269,0.13049309,2.5146792,0.51196,-1.2733648,-1.4970642,2.1404204,-2.7931583,0.60312617
3723,-3.0623634,-0.20752147,2.634711,3.135281,0.47363806,-4.4232535,4.10686,4.2176085,-2.4836996,-3.047399,4.6568174,-2.4451163,5.3623147,-1.9078344,1.2477205,-4.966729,3.940006,0.99413514,-1.4974599,2.8852248,-1.3713369,-4.9138613,2.2658286,1.2929192,4.1117325
3826,-4.656198,0.8890005,11.744482,-3.4626732,-6.359091,-4.929516,2.352939,-5.4966083,-3.6312652,-1.0905474,4.3789506,6.3482103,-0.48802173,5.4840126,-1.3732334,1.4012693,-2.9661808,4.624443,-0.87272596,1.9239577,-2.0243938,-0.7494083,0.65044665,-1.6732644,3.3758147
4731,-0.53200793,-4.048505,0.2951198,2.678431,1.0067577,1.3568918,4.632352,-3.336269,-1.7928659,0.68036693,1.2489392,-0.7675572,0.6991559,-1.5456134,-3.5121028,1.703427,-0.56204975,0.89494884,1.0500629,-2.0608552,-3.0832593,4.641724,-2.610866,2.9773977,-4.692733
4427,-2.6394076,-3.6717496,9.646686,-5.51139,-4.467303,-4.6427593,-2.307522,-2.5023496,0.84798235,-2.6144392,5.2285457,0.17892241,1.6575104,1.204919,-0.49262533,-2.7530942,0.63913405,0.47761756,1.1107771,-2.5076363,4.641515,2.3503702,4.399603,2.1942275,-2.2394185
4227,-4.5420246,-5.3766007,-1.4248724,-1.6452175,3.185689,-1.7335964,-5.499683,-3.6237733,-1.2123737,-5.121005,2.2692218,-4.0998983,0.8762276,3.093521,5.845601,-3.8060412,-1.944804,-3.3548887,-2.003516,0.9171061,-2.4824903,-0.21925284,2.6041186,4.2581224,1.8243781
4237,1.6238381,-3.300111,8.511521,7.6885676,-3.2713618,-1.3943356,-1.2967372,-1.1093045,-1.6281693,-4.961369,-5.19309,-2.2843933,0.24156345,1.9898419,3.8990965,0.562563,-3.3060045,-0.94060117,-1.7727598,2.8712578,-1.8806415,-0.7876613,-3.8355455,0.14201179,-0.9726212
4265,1.8397094,-1.980304,9.502854,0.37341872,-5.5188937,-4.9117813,1.3602464,2.7442706,-2.0840933,-6.1160197,-3.6977482,0.800288,5.084763,-2.4353673,2.2878072,-0.12706466,1.4699444,0.8276205,-2.6970646,2.9355175,1.4928087,-0.6937949,-2.030094,-4.2027316,-2.7591376
4725,3.3498092,-6.425569,12.21468,12.691117,-0.34885427,-4.6927857,-3.5713234,0.91300905,0.2680968,1.7109082,0.5610028,0.30538654,-3.9303217,-3.2928262,-1.5208962,2.6471512,-0.40613902,-1.9445144,1.8328938,-1.7457354,-1.8627192,0.7628487,5.9996295,0.48021662,-0.15855327
4073,-5.110777,-5.762805,8.790501,-5.354907,4.077034,-0.52477854,-3.7285736,-5.9431014,-3.680624,-3.5885828,2.156019,3.8068538,-1.3838099,-0.81243765,-3.5898097,6.949478,-0.86692476,0.08826373,1.3644581,-0.61162335,4.942136,-2.4093838,5.8980584,0.83793217,1.8029639
4487,-9.362213,19.829697,1.6397297,1.8158392,2.2942407,-0.2798027,-0.6998143,-2.6555185,3.1692016,-1.9876405,-0.9736161,-0.5394606,6.182726,-4.3174615,-4.5507965,-3.0799618,3.2822561,-1.458862,-2.888841,0.9412912,4.035742,-0.7432706,0.7519555,2.5591497,2.8067956
4283,13.781704,5.0060115,7.9319305,-3.960402,-2.3983154,-0.5911388,0.39444053,-1.9041138,-1.7308135,0.9810472,3.2857552,-0.54747194,-1.4066689,-0.49052042,0.7064224,-0.22778776,-1.069572,-0.8315586,-1.1261876,1.492303,-0.5691293,-0.89431417,2.7936194,-0.76826525,0.57017183
4506,14.5037365,0.23810494,3.1798074,-4.7957644,-5.3612247,-5.3459134,2.507624,-4.6567807,-2.8497927,-0.08156801,4.2685437,-2.3456666,-1.8669808,-3.5726619,-0.23126052,-2.4802043,-0.37963536,2.092204,0.61750203,-2.3391807,0.8833719,1.2437046,0.27407315,-1.230372,0.96611136
4247,2.4609547,-2.9976716,4.5585275,17.894318,-3.072878,-0.8252473,-3.6508236,-3.5433984,0.96273214,-1.474109,-1.989787,-3.8881016,-4.1732817,-2.4173758,0.9973523,-0.19561324,-0.1793048,-2.350042,0.38349888,1.3151132,-2.140664,-0.8719266,-0.33808267,2.6925566,-0.5012897
3639,0.31198692,-2.971102,-0.7377911,7.632733,-2.0414932,-0.52241164,0.38453132,-0.7080788,1.7635556,-6.2220697,-2.3944213,-8.801487,-1.1026644,-0.91803354,2.0515652,0.8312472,-4.22532,-2.3478935,-1.6267654,2.1373537,-2.188157,-0.80468106,-2.6465282,1.013361,-3.310655
3835,-2.7066414,-5.713958,3.1317244,-2.424252,0.49542695,-1.8263844,-0.43954185,0.68009615,2.8451586,-3.685907,0.722554,-4.7772875,5.4926367,3.2246978,-0.20618646,-1.8597132,-3.4004016,-0.8911949,1.6793544,-0.14707175,-2.6638105,0.13886397,5.5250697,0.008125125,-4.7769027
4627,13.550865,6.2930284,3.9314084,-1.1837311,0.67617357,3.1325705,0.2860126,-5.9047513,-3.1471047,-0.59427226,3.8999348,-3.0682118,-1.6745762,0.012624381,2.3415773,2.1038153,0.99000764,-1.0532298,-2.0512867,0.5179766,-1.4838295,1.8463666,-2.1185937,1.1801269,-3.211737
3760,2.6186965,-6.2675447,3.0664265,16.47534,-0.95850116,-3.1635113,-1.6982154,-1.4738308,6.383348,6.831716,3.0848064,-1.5313965,-3.6242266,-4.9095564,0.3337283,-0.7519786,-2.0150447,-0.30031148,-0.66022587,2.4841182,-1.751732,-0.059919197,1.2894241,0.9980867,-0.7615399
4675,-1.0042892,-5.3675623,6.8525863,8.13757,-3.2812405,-2.6406615,1.4842501,-2.6460829,-1.1221586,-0.0651967,0.2902989,3.7120714,1.4264883,3.501574,-5.182926,-1.6494406,-6.596768,-5.1805596,-0.6154413,1.8316702,1.4577556,-3.8418527,-0.49530974,-3.0382953,-2.0206993
4712,-2.942655,-6.5366096,8.590422,-5.230341,5.068113,-3.296245,-2.9975183,2.253486,2.825534,-5.4141297,4.271611,-5.913601,-1.6572293,1.5570112,1.9925299,-0.86672527,-3.7262275,2.4066334,-4.319022,-2.330365,1.6169277,-0.5346454,4.321771,3.708913,-1.461523
3817,-3.8288438,-2.13421,5.5881653,-6.209984,-4.442066,-2.3727796,-0.040920325,3.1813474,-0.89020145,0.08551486,-7.6261706,-4.010791,-1.4219167,-3.510196,6.360223,0.7864737,-0.55721384,-3.2894819,-4.850409,3.5497644,3.0462837,0.73747706,-3.8766077,1.4381438,-2.811299
4579,-0.9247348,-2.7934923,3.369506,-2.648935,-5.273548,-7.541674,3.3155608,5.7933664,3.1343448,-3.7988214,-0.2972004,-7.17042,5.2933965,-0.6359616,2.8682363,-1.762335,-2.0834785,1.7749333,0.173222,-2.232096,-0.55603266,-3.1075609,1.850069,-1.1318457,-1.12069
4133,0.50721717,-5.351132,0.78750086,7.9451814,-1.8801725,-5.8926907,2.2326815,0.9608607,-0.28663707,-1.0492644,0.64664143,2.345986,-2.221626,0.8546321,-2.4639463,-2.9757779,-4.4321,2.1602569,1.8449862,1.0466174,3.974511,-0.0544041,-1.5942177,-6.320352,0.09477359
4027,15.426274,1.8991323,8.21896,-3.4417384,0.13208786,3.007525,-0.113206044,-4.4306564,-0.6265119,0.3543192,1.1472027,-2.2013686,-1.3448642,-1.8152944,1.7726673,-1.0405896,-2.1964705,-0.1505825,-1.3347917,0.5993907,0.6783514,-1.2395629,-4.588396,2.7015674,-1.1138604
4162,-6.2141604,-6.0137405,-2.413472,-4.2511067,-4.133051,-4.5144734,0.63593936,-5.130067,0.2162435,-3.1748219,-4.9956737,2.4142606,-0.08449832,0.35406306,-5.856427,1.8875697,-0.9616636,-2.4711187,-0.511675,0.99411017,6.854786,-0.9084531,2.4956455,4.5153084,-2.6394053
4013,1.6812474,0.37394485,10.169602,17.073534,-2.740092,1.9813958,-3.0863295,-5.4782376,0.06776329,1.16565,3.0328088,-4.6950517,-5.450691,-1.4567486,2.7330935,0.45868608,0.14372377,-3.056572,-1.3369124,3.1465094,-3.878255,0.3156451,-3.8498595,3.2432647,-3.4914923
4197,1.9245836,-4.568251,7.000913,13.052211,-11.236738,-10.456598,-1.0126803,1.4561783,-0.6393742,-0.4238723,1.1908989,-0.5964998,-4.1207337,-5.0937595,-2.576134,-2.6889434,-1.6673963,-1.0117915,0.02672649,-3.7681491,0.7066158,-0.5896726,0.9732218,-0.77233964,0.83915263
3649,-3.2615325,-4.85694,6.6815724,-3.9370227,-1.5230508,1.275772,-6.8434305,0.011082401,-1.299958,-1.8408142,-7.8010345,-1.3282197,3.822422,2.055717,-1.1083062,1.0826417,-2.2223985,-1.2634658,3.4670398,0.54874057,1.1962179,1.1370867,-3.0072749,8.707373,-6.679727
3781,-3.370175,1.6498947,11.605956,-2.8294876,-5.451203,-5.341277,0.021008946,-2.8583121,0.19688673,-1.5689464,5.9136624,-3.7407463,2.4131546,5.084046,2.2768223,-1.8903255,-4.5964646,1.2066895,0.17709148,-0.7005583,-0.40707475,-2.0612037,2.4733725,3.8604426,2.9965696
4058,11.85956,7.0717163,-6.700819,-0.25864854,-3.1529481,-0.5327328,1.2366498,-0.42193434,-0.36926392,1.1024939,2.0060894,-0.5009248,-0.9411053,-0.44844803,-0.12822156,-0.21286309,-2.7602646,-1.4785534,-1.5580214,3.2839687,-1.3100883,-0.061347425,2.3025265,-0.586977,-1.4702986
3873,-4.376949,-1.5892683,7.735237,-3.6144302,-0.6389069,-2.062797,-5.734391,-2.1217337,-5.298614,4.7172217,1.2563866,-7.5631127,-4.078581,5.352712,2.0280128,-2.4118147,2.3923984,1.7020135,-1.0326566,-1.6416026,1.424046,1.0794725,0.1515043,1.47485,-3.5090578
4207,2.5836883,-4.5964518,6.1828113,14.540691,-1.2390398,-6.118335,-3.0681343,-1.603772,-0.97489995,-0.05652374,1.3251595,-1.7025979,-4.6511793,-3.5157475,-0.6752604,1.5193726,-1.2084597,-2.5622847,1.5893322,-1.1964849,1.7964158,-4.2151423,4.311977,-0.27621007,1.5006746
4525,1.8841594,-5.9423647,6.87099,8.158707,-6.217454,-3.5786395,2.881993,-5.407821,-0.52170527,2.534038,1.3444496,1.0694221,0.817614,1.0168375,-2.3132885,-1.378032,-0.4267013,0.52926266,5.336265,0.10450368,4.287705,-1.6541166,2.6721396,-4.319294,-1.4493157
3790,13.404991,6.360557,-2.593819,-0.017538464,-4.1849914,4.2300663,0.031774174,-0.2891019,0.6377425,-1.3377028,-1.6465511,-0.8738369,0.071959585,1.4297153,2.0225868,1.6709219,3.2622547,-0.21298978,3.468952,1.5647682,1.8391275,-2.5752373,0.83402216,0.99425787,-0.15383428
11671,-8.5852785,0.7774281,-7.6188416,-0.7730215,-4.15498,-0.92704064,4.8478947,-3.9201055,-8.269897,4.562006,5.6105084,-0.061446436,0.3269019,-4.0274844,1.580961,-2.3194113,-0.0769009,-3.9833412,-1.1010438,-3.1888084,0.76732564,4.4879737,-0.26859894,3.0470443,-0.9028437
11824,-5.601528,-1.4345415,-2.915678,0.46025544,-3.6765206,3.2172868,-4.6513686,-0.9688101,-3.7446413,-5.6443896,-5.3699436,-0.49456796,4.8742228,-3.1145408,-0.14395621,-0.80986834,6.274139,-1.2751453,-2.3834527,2.5237057,-1.369178,-3.579696,-1.081509,1.9518961,-0.6625624
11234,-1.3527478,-7.0188203,-2.5431666,5.816406,1.4995986,5.2673097,2.329097,-0.71959203,1.49534,1.9029294,-1.5577,4.34759,4.580692,1.1140484,-6.2346244,-2.580825,-3.7547545,3.6652343,2.7185853,-0.9141063,0.6939902,5.5784492,-2.3706799,-5.222727,-2.9502118
11990,-9.958585,4.5414596,-8.952457,0.48372322,-2.6272933,-6.5268226,5.289171,6.405342,-2.3303819,-3.1349463,2.763591,-2.1339774,-1.2757392,-2.828928,-0.5854774,-0.99941385,-2.702943,-3.6537774,-1.1221848,-0.77016854,-7.03796,1.9892682,0.7055605,0.8766076,-2.343184
11625,-7.527574,5.285227,-8.541677,2.9014878,-3.075501,-6.441905,5.0998154,5.875061,-4.1152973,-3.3975177,4.5484314,-2.2990024,5.05665,-2.1873863,-3.8192322,-0.5061019,-2.0099077,0.161418,-2.880769,0.10413659,-6.8160415,0.64256936,0.8612722,3.4283328,0.10579485
11530,-2.8964343,-0.21044254,0.9425156,0.45551583,3.764288,4.640138,3.3702323,3.1062353,4.05866,0.28637794,5.786988,-5.534488,3.7364428,-0.5056592,-1.7833061,-1.2593774,-1.9015244,-0.85486245,1.8662564,0.43020085,-5.891117,-2.4484375,1.3997257,-0.09313485,0.18815474
