,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10
10960,-4.3956904,-1.9732665,-4.0066304,-0.53673023,-4.277265,-1.0031562,4.4834843,-2.003047,1.854416,-0.45423442
1479,0.37296999,-0.93193746,3.8440204,1.0966775,-5.0779696,0.997112,1.0273675,2.810301,1.3945913,-0.22297436
1573,2.4544654,-4.3746204,9.894708,14.16173,-7.3214245,-2.5585153,-1.8399667,-2.7795827,0.34614545,1.5711604
1546,-3.079326,-1.9864266,0.9260841,0.61009675,5.9330764,1.1347239,5.8238916,0.53469956,4.841631,0.71395314
1503,15.146766,0.4574004,6.089436,-4.5501432,-2.6512418,-5.250757,0.4385858,0.9747222,0.34098992,0.5116607
1491,13.371206,3.4877467,-1.3188434,-0.8374187,2.1106353,3.4027064,-0.074654855,-4.2394924,-0.6877311,1.0686877
1457,13.174177,5.6431336,-1.789281,0.14676371,2.2017996,2.6064699,-0.67736804,-1.1655935,0.19629255,0.6635189
1537,14.304552,3.080122,-3.9823544,0.2380953,-3.51648,1.8861378,-0.023653269,-3.205816,-1.4529386,-4.8375587
1564,15.589936,1.4459448,7.078624,-2.8234968,-0.21492067,-2.2781959,-1.2243223,-0.23847629,-2.2974105,-3.7636716
1555,14.411965,3.2407908,8.168426,-3.260165,2.9165215,-3.7199674,-1.6526939,-0.24079156,-5.7536016,-2.4075325
1588,-2.708375,-5.517998,3.7951205,-7.0803213,-2.1429422,-3.1799924,-5.1629558,-0.9902596,0.7742666,1.9231776
1467,-1.534992,2.7042198,3.275111,7.313564,-3.1958168,3.4702342,4.389001,-4.4116864,-1.061477,-0.7919031
1597,-3.9074128,-2.147395,-4.4232006,2.5020247,4.3250146,1.6789141,3.761089,6.092636,-2.6705937,-8.401792
1526,-3.7511685,-5.18909,-0.5661438,5.486628,2.8911722,-2.5617197,-2.4997418,-2.9732366,4.915065,-0.05367404
1605,-13.113911,18.36626,1.5919513,-0.58284926,1.2237489,-0.5938844,-5.7211328,-5.322826,-1.8221873,5.91381
17774,-1.759174,-5.252331,-2.8051171,1.2287856,3.7948978,-0.73483443,4.838176,-2.3006575,2.7699063,-7.241318
17902,-7.034092,-4.2474084,-3.6008189,-0.5725081,3.1443217,-1.2049136,0.8072299,-5.9380193,2.089487,-3.1557853
17890,-3.8398538,-4.771088,-5.407728,0.47247517,2.4772418,-3.3230073,2.3734756,0.6354699,-1.6999885,-5.0815043
17798,14.918318,-0.25558972,-4.3411636,0.1336864,3.1600332,-2.433715,-0.82751226,-1.6526197,0.27613494,-1.5961115
17960,13.309579,2.6159072,-5.5578585,0.1609227,3.5800042,-3.4624352,-0.5147983,-2.079573,-0.22617657,-0.3357415
17878,-5.539645,-4.654732,-7.2477508,1.1394334,2.297227,-1.9975404,-0.8612802,-5.223653,-3.9406157,-3.3988187
17826,-6.6172724,-5.3256993,-0.5930778,-2.103509,2.3915982,-2.174234,1.2075652,-1.5052327,5.4735403,-10.654256
17938,1.4491448,-3.1588655,0.5239393,17.77545,-3.288227,-4.8767653,-3.441556,0.0077456725,1.3300537,-0.095931
17980,-1.8041502,-4.9510818,0.31322497,0.7408269,7.3881054,-4.157378,-3.605194,5.0822525,3.9219754,-3.9846628
17757,12.503862,8.319938,2.8963432,-1.5694999,-0.21275786,-0.22132567,1.1588857,-5.6823874,-2.082149,1.2939577
17989,13.091002,4.2833204,-4.0581594,-0.006945711,2.6309369,-1.3212453,-0.68708056,1.0235566,1.228697,1.1046296
17813,1.3033644,-3.0201867,-1.8512313,17.362684,1.9909496,-5.3878584,-3.9373186,1.3425059,1.817395,2.3695865
17749,-4.872253,-1.8864585,-0.90153456,1.3864098,1.6499977,1.7887074,-4.3444705,6.3187475,-8.343518,-2.8865998
17764,-3.5240827,-5.897122,1.3480023,-1.7216805,5.6893044,0.96390116,-4.6490417,-0.8473663,5.5216002,-2.8832579
17865,13.09926,2.9520946,-6.3675528,0.19970015,2.12757,-2.1475585,-0.85784316,-0.71338755,-1.0269465,-0.5916276
17785,-1.9145948,-4.298437,-3.3455334,5.007268,0.8253293,-0.3824257,-0.26043367,-3.0281627,-2.2308946,-3.19771
17926,-0.7847812,-4.6741657,-2.8100522,3.9080687,4.7746897,-2.6175637,2.4838305,-5.296168,-3.254688,-0.6135578
17852,-7.1147084,-3.3088906,-5.028924,-3.0269778,-0.06980503,-1.0571476,-1.715186,-4.872156,4.8298016,-3.4397354
17839,-1.6427907,5.51608,1.9576321,11.138444,-3.2160203,1.6322387,1.96929,2.943926,2.0473685,0.45575777
17743,-0.49716932,-5.519869,1.6020266,9.684947,-0.79200107,-0.59395903,3.011429,-11.263728,1.0751314,1.9052212
17949,-6.18904,-1.9466125,-6.8214617,-2.4836364,0.45842603,-2.153224,-0.89064014,-2.2970154,-3.7656035,10.207465
13546,-3.749921,0.27302924,-5.0660295,2.2360435,0.80094403,-1.9166907,0.890102,-0.32486522,2.632101,-1.1206107
13359,-8.588649,2.9758394,-8.296863,0.28538492,-3.9585257,-3.2882063,-1.1318119,3.223638,-3.3059916,5.3237143
13533,-5.8716817,-0.46549302,-8.309739,3.2577186,-3.9463966,-2.7182384,-0.6763176,-4.712927,-1.7199522,-4.683802
13559,-4.069758,-0.61001205,-1.0958827,2.8426428,-2.1085093,3.4964201,1.3509908,-7.5229383,-0.25405723,-0.047510892
13506,-4.3869157,-1.5513568,-3.8527493,0.1987292,-3.113786,0.7128683,2.0109527,-6.902998,-4.124573,3.3942022
13408,14.222218,3.3625305,-0.30763024,-0.8010269,-1.6971587,1.2540472,-0.13622163,-1.1675137,-0.14848594,-0.7031205
13476,-1.9452899,-4.418527,-0.3268197,4.8944106,-1.1358061,0.2554207,3.2444613,-9.576529,-4.607391,0.29297328
13391,14.62634,1.0582374,-2.7088618,-0.045992218,3.1596272,-2.0951927,-0.40830073,-1.4969275,1.046758,-0.88201827
13491,1.394805,-5.57278,5.7128506,14.995253,-2.8119824,0.04669776,-1.2940804,-4.2233405,2.946003,0.43717584
13425,13.97546,0.20227967,-8.7028475,0.79219216,2.0671225,-1.985239,-0.47194958,-2.1525836,-0.76107544,-2.3397653
13347,-5.070834,-5.207116,-6.0188503,-1.7449099,0.14471461,-1.2019533,-2.2050712,-2.688354,-3.4472985,-1.0926331
13337,-3.2549288,-4.33147,-4.7964954,0.10304611,-2.283666,2.3148177,1.2660784,-5.554417,2.0581024,-7.9621954
13585,14.158687,1.2617905,-4.8167295,-0.16840333,-0.7125458,0.8967807,-0.72684324,-2.645961,-3.249308,-5.2124653
13375,0.43562862,-2.0526962,2.86061,18.097818,0.6983633,-1.9274769,-4.903931,0.38597587,-3.9156682,-1.9735779
10597,-2.1843789,-4.417635,-3.008184,0.75869036,1.8814654,-1.5359733,-0.43150848,-0.31052983,0.098653324,-1.9469833
10495,-0.59032506,-0.082664914,1.0704795,1.030816,0.51118994,-0.49570426,3.3470223,2.3906655,-9.397705,1.5058757
10712,11.265579,8.57312,-4.0469055,0.33794338,-0.24266042,3.8077135,-1.8083239,6.0916634,-1.4992135,0.046281856
10509,-4.709167,1.2062894,-7.966849,2.4464386,-4.548335,-4.3096094,0.889472,-0.9487414,-3.713746,-7.1780314
10462,-4.889139,-1.0491663,-7.7985578,0.04556281,-4.2678614,-2.183023,-1.7962856,-4.0511055,2.1518023,-5.920505
10662,2.1969407,-4.187585,1.4072307,18.189224,-4.447778,1.4403938,-4.17638,2.8283613,2.121005,-1.9732879
10454,1.2070701,-4.188094,-0.37140498,18.173338,-2.192417,-1.9820913,-4.987011,3.6625645,-2.2472804,-4.0249963
10610,-3.8218477,0.19250077,3.0108402,2.7048116,7.6959157,-1.2167304,-4.848415,6.9019604,-2.1532116,-2.536293
10570,-4.9408793,-3.8783028,-5.0484185,-2.6515868,0.43278816,-0.6243664,-3.4660602,-2.783689,3.4411204,0.34381235
10732,13.801345,2.1282194,-3.6470275,0.26058117,4.828791,-2.9457934,-1.5575275,0.32927564,-1.6683806,-1.2605785
10539,-7.111711,-2.1747742,-2.7151718,-2.6557887,0.57483095,0.20979506,0.16662607,-3.457725,6.400074,1.4371802
10688,0.5067845,-1.294439,-5.835649,5.2730875,-3.234651,0.39670417,5.2285976,-1.3140191,-2.9201398,-0.01614367
10675,-3.658457,-3.299133,-3.758171,-0.0010125873,-3.3858416,-0.7433735,-1.044293,-1.1718354,2.2305567,-8.4651165
10523,14.18254,0.10051242,-5.4837255,-0.32706773,1.993672,-3.9944322,-0.93036664,-1.0156046,-3.0212302,-3.8968055
11723,-7.2351413,-2.0353236,-2.0730975,-4.881456,-7.020524,3.7553468,-4.386563,-4.4441447,3.4148684,-0.6159762
11659,13.279974,6.553814,12.146299,-5.338024,-2.584224,-5.862239,0.5524973,1.2800826,-3.1094217,1.0200132
11669,-1.1500424,-5.768304,1.8823415,2.1698844,0.111826904,-4.84028,-5.531868,3.2455542,1.098068,-9.760054
11697,15.139746,1.4294549,1.0473099,-2.995695,-6.787992,-1.1115986,1.5142996,-0.640586,1.4035172,-0.4799808
11611,13.666531,2.5902336,0.04895632,-1.80257,1.3196079,-3.7202184,-0.85519046,2.5285308,0.07865286,-0.15131328
11635,-2.3278828,-4.6589694,9.572519,-1.0578896,-2.3292425,-8.226758,4.8503976,4.2909966,-3.6284413,2.7672548
11706,-7.8338923,-0.770235,-1.227776,-5.27133,-0.9575294,4.6813097,-3.2204268,-4.0693574,0.63707966,6.30414
10700,-4.0779104,0.5705646,-9.132528,0.1511952,-4.0899982,-5.095896,-1.2250503,0.4280788,-3.4995642,-4.635807
10483,-4.089957,-6.6659503,-2.439469,-0.4364898,-0.60924697,-0.675603,1.1820905,-9.728842,1.6090217,-6.7676144
10649,14.316912,1.7023555,-2.0876892,-0.3113947,2.3921158,-1.5594512,-0.06357869,-2.3236077,0.13068396,0.37529153
10470,-4.969864,3.3389506,0.5506246,0.7243,-2.6889858,1.7776872,-2.4857953,1.5229764,3.0320914,-1.0604404
10555,-1.7972841,-5.028223,-4.4014034,3.9947033,0.08920639,-4.314217,4.3293467,1.9415275,0.6582554,-5.3081665
10636,1.138819,-5.268944,-4.205467,6.785937,1.1624691,-3.6213067,2.3795853,-4.247132,-0.051366575,-3.3527913
10722,-4.229207,-4.05376,3.693579,0.25383198,1.5575589,2.3786008,-0.71755177,-5.6026053,-6.0367403,-2.3538358
13871,-4.636507,-0.92593205,4.889634,2.54225,8.350814,4.578721,7.718073,-1.5243052,-8.049241,3.2455716
13954,-1.959472,-1.6700988,-2.0706143,-0.3976605,2.1707988,-3.008657,4.446562,4.0466514,7.297464,0.51981753
13895,15.024144,0.71686065,3.7110202,-3.4952338,-4.3263073,3.1192617,-0.06636149,4.2040105,2.1391995,0.19402932
13754,1.4078428,-6.532179,10.010445,0.75369716,-1.9802248,-2.163737,2.5474908,-0.23540822,2.9939954,0.7416872
13543,-2.9251378,-6.56529,6.5154605,-5.5562487,3.0310397,4.6782804,3.2462676,4.2713213,4.525716,-1.1208572
13907,-12.720614,18.74217,1.6279757,1.9035321,1.9272671,-0.069204666,0.8925326,-5.8163276,2.4603112,-1.8378311
13594,-6.1857257,-1.6706802,0.51736194,-0.28093266,4.9611974,-2.23241,12.044203,2.870406,2.596945,6.1699457
13672,-6.520173,8.68486,1.1186552,3.1836057,1.5042208,-1.7875282,5.949409,3.1124837,-9.905144,3.468577
13858,-3.7463932,1.293121,3.8854897,0.239033,-3.639234,8.907861,1.0559379,2.0596616,0.04962288,-2.382616
13724,-13.266541,18.305553,1.4579214,1.5696366,2.0124226,-0.77719826,-1.7980406,-2.1122165,3.0017977,-0.33435625
13405,-4.043699,-5.252162,-6.6326485,3.5578732,4.5000167,-0.15138836,9.395293,5.4685154,-3.7971687,3.6523895
13800,-2.1373682,-3.3584795,1.7569149,-0.4235084,-9.488254,-2.3979237,-3.7760992,-2.7905872,2.4909172,-2.5322027
13456,-1.6289477,-2.3358605,5.7348313,2.4120994,1.7204728,1.0846704,1.6310369,1.112165,-1.4748632,-0.98869026
13582,1.235529,-5.418761,2.0685744,3.4657855,-3.7171497,-3.8393998,5.9338417,-3.540116,-3.6850107,-2.3986466
13917,-5.189581,-3.3853457,-2.3798406,-3.1034539,5.359348,-1.1770537,0.9157501,7.5048757,7.6110177,-1.3278395
13784,12.920381,2.7704065,-9.912953,-0.11790672,-2.5779972,-1.5281023,1.009097,1.2777036,1.8023267,2.28492
13439,11.560476,9.829345,1.0540296,-1.4889357,-0.71026224,-1.1062717,0.61517835,1.6544764,-0.9404428,3.4375944
13715,-4.279311,-2.9889433,5.3980846,-4.1982756,-4.4587293,-1.4385239,3.631813,-6.163868,0.27977708,-0.50637406
13422,-2.5437987,2.2569764,10.350732,-0.45740896,-4.828747,5.539761,-1.09452,14.073963,-0.9252968,-2.211961
13488,-5.985629,-3.0877771,11.081202,-8.301735,-3.3193612,-2.757628,-3.1681664,-4.607493,3.1269426,-1.947624
13517,-2.6885912,-4.4624534,1.666686,-5.6324944,-5.968821,0.49586523,-3.355935,5.2289624,3.2192707,2.8919296
13372,-8.188821,0.96504456,-11.139707,-2.2286134,-4.8953867,-5.7106557,-4.1505404,-3.3512871,-6.5359507,-0.30458987
13569,-5.2395425,-4.42411,10.485591,-4.923449,3.7051668,-2.0961194,2.5130336,-1.5262517,-6.910548,3.2713635
13830,-5.8087707,-5.6443605,5.0577283,-8.950487,-4.295501,-4.9622164,4.0432425,-3.9058523,2.4846494,-3.799593
13617,-3.093419,-5.836474,-0.41511485,2.8146348,6.555957,7.767745,10.7999325,0.59651566,-2.111355,4.7814445
13649,13.750411,1.4824549,0.46673974,-2.629172,-0.3170137,-1.8870366,-0.056176722,1.3829477,-0.14549053,0.9569781
13962,14.021151,3.2758234,1.6092346,-1.6358354,2.1193962,4.2663503,0.46997178,-4.958629,-0.6276426,2.0287519
13970,-4.005889,-2.7368128,1.2711556,0.16119623,8.508652,-0.12268203,3.403168,-3.2934,2.8271194,-0.5952114
17630,-7.818428,1.6004575,1.3221979,0.98581743,6.988758,-0.961407,2.851437,2.5554264,-5.9505916,1.3132056
17205,-6.190889,-7.3371553,-3.4309165,0.541559,3.1487317,5.2797985,0.614862,-0.92620736,-8.135854,1.1307921
17688,-7.6389737,5.2843747,-9.400058,-1.1645569,-2.888129,-6.07577,4.2698994,5.49833,-0.2287092,-4.2553687
17555,15.1083975,0.9426252,0.6236735,-0.84749794,3.0314775,4.198173,-0.41467354,-1.3664784,2.9245338,0.13607876
17700,-3.1661186,-6.25914,1.1174161,-4.3100505,-2.9852464,-0.6488149,-7.5007653,5.9872518,-3.251362,2.6029758
17600,-5.628052,-5.599074,5.685433,-6.4526253,-3.0667794,5.6076703,-6.3875375,2.035707,1.0918756,0.2949271
17156,-4.7761364,-6.0499644,6.142526,-6.7616305,-2.5561597,0.927914,1.0687414,-1.4759537,4.73736,1.9782296
17054,2.2763996,-3.2323487,5.2980194,17.174232,-6.153244,3.0938334,-4.4605045,2.5078125,-0.3854821,-2.2822187
17728,-5.0436735,7.058141,6.0269437,9.874439,-0.32169938,-1.7266468,0.6382665,-1.4053694,-5.4611373,-0.65725774
17510,-5.773611,-5.658675,1.441505,-3.9687028,3.427059,0.81449044,2.6277096,0.86978465,3.202044,1.9422305
17540,-3.57027,-2.45002,-2.857813,2.528461,-6.7524915,11.375242,0.09203039,2.247099,-5.207098,-1.9651394
17710,-1.3905903,-4.983047,-2.2037587,6.0396137,0.2828172,6.6443396,3.5179489,0.40623245,2.4966946,1.2736939
17220,-0.41448984,-3.234599,1.8337611,1.6489695,4.21379,1.0716605,3.3535962,-7.1886024,-1.6374382,2.1356075
17071,-5.130124,-0.10316942,-0.015194872,-3.368631,-8.590783,14.01337,-4.069264,-0.62790436,-1.4929602,3.9473145
17479,-6.3949966,-3.0843723,-0.3409943,-1.3927666,1.4815158,0.7908301,-0.54936606,2.2325466,2.562125,-2.1037931
17660,-4.789426,-0.11989823,10.164714,-0.5597359,-1.3464357,1.4813671,11.841407,-3.5517728,-10.0443945,0.55509084
17265,-2.8186018,-7.4920173,2.30304,-1.8785257,-1.0293722,-4.3820806,0.25882325,3.1624446,-0.44229433,-0.028392034
17303,13.391047,6.3273764,-0.35265818,-0.5348224,-3.1331584,5.3498244,-0.5170471,-0.81870174,-1.0238013,-1.7519083
17189,-7.20058,-1.9482231,3.7748415,-4.036447,-1.1991432,10.650248,2.8318548,4.661901,0.039978944,1.6035008
17495,-3.4027908,-6.5570326,1.0802901,-1.8185428,-1.9002603,-6.251104,-0.4324715,0.49659583,-4.0220246,-1.8599921
17428,-4.3017735,-3.9267604,9.537172,-8.367606,-7.8400927,7.225725,-0.6989378,-3.831351,1.7593683,0.36283487
17462,-1.895093,-0.827605,4.171557,0.7665566,9.418268,-1.5632896,1.6857876,3.837417,-3.8141193,-2.2657974
17235,-4.908622,3.6353395,-1.3422148,2.9233236,3.0677087,3.389443,0.68362,-0.30269933,-4.7193346,-5.828969
17036,-4.914928,-5.559014,-0.94985,-2.9609232,-0.34024295,7.029417,5.829006,0.6630259,7.1633677,4.856791
17020,14.161632,0.863124,-0.30670786,-2.0295365,2.7717617,4.4909487,0.33607242,-0.008065269,2.7392738,4.8816237
17313,-5.8038373,-6.250733,1.2132301,-7.295327,0.8220592,-6.2754674,-2.8626943,1.2308993,0.72940546,0.5307166
17173,-8.065156,1.383408,1.1752375,-3.9254587,-8.132638,15.862666,-4.218886,0.4994584,-2.744706,4.1826534
17645,-4.8737507,-1.2556864,2.6007068,-0.7253263,4.980274,-0.71068865,-4.883406,0.6295624,-7.3281403,-1.2309823
17122,-4.354508,-1.0264087,11.166336,-10.655017,-3.0687904,-3.5477593,2.9907875,-2.7735436,0.68870807,2.210716
17733,0.15204735,-4.959419,5.9788365,-1.1677438,3.6840024,-0.19561458,-0.6871922,-5.1252456,3.2686179,0.16519818
17570,-11.828385,19.001652,1.9723887,2.701444,0.8315033,0.11775458,-2.5881183,-4.8712893,1.1720426,-0.41376415
17348,15.053303,-0.367263,0.966758,-1.9596875,2.542581,-0.88382155,-0.7391522,2.0301049,2.4664671,-0.7112981
17525,-5.505339,-7.2375326,-5.6812544,-2.321263,5.1011567,-1.0722923,-1.6391792,-2.3187664,-1.8450359,-5.2669253
17139,-4.8327374,-1.7713741,8.077618,-4.321034,-4.792627,-4.2821097,-1.2810353,-2.4947765,-3.869386,1.1696712
17105,-8.6092825,1.48029,-1.1032057,-0.57985306,-4.3650947,5.279013,-3.2569733,-4.814343,-1.1740307,-1.2937686
2989,-6.649078,-6.4454327,-5.8139577,0.2703349,-4.4111896,-3.0548763,-2.88034,-0.617268,3.6576767,-2.5302737
2970,-4.5928435,8.076898,-7.495963,3.1810284,-2.7639291,-6.144627,1.9965042,5.7839003,-3.1605957,-3.792082
2918,-4.6969337,-5.5280385,-6.050833,0.8155895,4.4820795,-1.2915484,-2.4698281,-3.1336355,-0.6764623,-5.025223
2946,13.714698,2.0338144,-6.428257,0.14210479,0.39574298,-2.7584646,0.41037455,-3.535876,-3.4349022,-2.5924573
2977,-2.8373811,1.1817691,-3.0733466,0.8809711,-3.4158704,-2.7701204,-0.4378847,3.1589043,5.674347,1.6974001
2959,-5.907383,-2.6845136,7.1991053,-2.0337534,-4.3847737,2.1949503,-6.3973784,-3.4175,-1.667801,-1.3429649
2876,-3.9287949,-0.049968224,-1.9833454,-1.2433609,-2.3767877,-2.246334,-0.33232468,5.6298,6.6693077,2.56273
18468,13.802041,3.5278327,0.5941966,-0.46541503,0.7565257,5.190551,-0.37839216,-4.4835505,-3.0135164,-2.507265
18502,-1.853401,-5.772701,0.7114447,2.9976695,4.2693143,-2.3972042,1.3534517,-2.1357493,-0.7011944,-4.0522146
18686,-3.5996628,-5.807477,-0.13096036,0.96502167,4.777182,-3.039056,-0.2834921,0.096255235,3.066191,-3.5093734
18436,15.084607,-0.8222477,6.324083,-4.060901,1.1224438,3.3835208,-0.89950854,2.2734153,0.9230035,2.0999274
18586,12.638953,3.6257136,-9.882061,0.08199112,-1.7588762,-2.8242905,1.284354,-1.0880146,1.6005247,1.1488391
18646,-5.9691224,-0.8968466,-5.3113346,1.2722636,-4.61638,4.30543,3.4923213,-8.434457,-0.06326186,-1.482924
18598,-4.239089,-3.6819794,8.795486,-1.856982,1.1322802,-1.8217018,5.706459,-0.010991752,-2.0740144,-2.2459033
18678,-1.0146484,-0.96163,-0.1869423,3.0418727,6.4743986,0.4763207,2.5444987,7.029708,-0.7893546,-4.8569036
18574,14.836774,0.81024325,7.2250643,-4.336407,-0.13274261,-4.6218653,-0.11485971,0.19599341,-2.5965495,-0.98776543
18547,15.039943,0.5929843,0.5787744,-1.992567,-2.18038,-4.2099,0.014489264,0.016056383,-1.2611561,-3.94023
18658,-0.13140617,2.0936923,2.009756,0.82213295,-0.9691477,4.5216675,2.0388868,1.6416359,2.127521,5.70802
18518,1.264501,-5.0215673,1.6839352,10.784388,3.9126513,0.9319083,-2.2378712,0.42556784,-0.04694851,-2.4837234
18452,-5.224549,-2.225164,11.689425,-6.221865,-4.8769307,-5.7825646,0.55167526,0.6027386,6.0876827,-6.5812545
18705,12.998885,5.2522864,-3.973272,-0.11805494,-2.5005643,1.8105073,-0.3656265,1.9980475,0.843273,-0.18626906
2017,2.549954,-5.133141,-3.232583,3.058098,1.2831585,1.2185051,4.511062,2.958143,2.43661,0.71772003
2010,-5.5069265,-8.468171,4.564656,-6.4691052,1.2808983,-1.7195613,1.1959229,-5.6259484,4.6745777,0.718965
2049,14.30182,0.8327685,3.3778255,-5.0947356,-5.8196883,-6.3186827,2.5870907,-3.5947397,-2.8637526,-0.091533594
2024,13.4218,3.7838926,-1.8858651,-0.6936162,-3.3015943,8.597509,-0.6628016,1.2374862,-1.4414496,-0.94121385
2225,-7.505189,-3.86367,-4.8893795,-4.573247,3.1915588,-2.8912098,1.160069,5.991229,-2.5811248,1.1911724
2039,12.934781,5.0208592,6.5021224,-4.225559,-1.2834613,3.9177547,-1.4466938,7.5638533,0.33873022,3.464693
2103,-5.678604,-4.9224086,-0.94735104,-1.5333062,7.6392694,-1.0321076,1.3957068,5.263765,4.404456,-0.10166692
2158,14.188811,0.31643012,0.22120434,-4.269093,-3.1643784,-8.3661375,1.4075575,3.3260558,-0.11164755,2.4806964
2075,-5.0392885,-2.5912516,1.8366812,-2.9773664,-3.9002247,10.309843,-0.597266,-3.96786,1.7562377,2.04369
2183,-8.12499,0.13156678,-8.774942,-3.3705378,-3.6565967,-3.7751606,2.1311512,-4.780379,-3.2052138,-3.739499
2171,-5.5517497,-0.08400307,-2.802831,-1.1749506,-2.5944452,-1.5199833,0.069961414,-3.269614,-4.1021433,10.45981
1984,-6.521179,1.0912259,0.71895874,-1.5887561,4.6925087,0.77665883,-0.5529857,1.4565837,0.02153129,-5.467193
1994,-4.5198407,-3.13453,-0.034102958,-1.7061337,-0.08154234,7.8145056,-0.15191594,8.324792,0.32039025,-1.6695985
2206,-2.9204662,-2.566279,8.963361,-4.8080716,-0.18468788,-4.6896806,-3.672339,7.8914866,-1.5903041,5.054245
2216,-3.3430943,-6.953259,3.0178897,-0.53716326,6.252111,2.5012276,4.264626,7.005943,3.9242542,-2.6537957
2117,-2.215107,-2.9680567,1.8275177,-0.4520848,-8.063872,-3.225252,6.1823435,3.4714863,1.7109244,-1.9881321
2089,-5.8627086,0.20317078,0.20200942,0.60813385,-5.001418,5.86474,-0.41936666,0.3403942,-8.279571,3.5289857
2030,-6.4617023,0.5697043,0.7703229,-3.7313192,-5.3091874,11.845591,0.027704185,4.897825,4.754378,-3.9511437
2145,-4.0747514,-0.89674467,3.5470521,-1.676659,4.2215743,9.726961,2.1235645,2.5753062,0.088275984,0.6680668
1973,-5.9633193,-3.5666559,5.9895625,-2.8178196,2.2332785,-3.3737717,-0.056864902,-0.6221329,1.3794986,-2.849947
2131,-6.273826,4.2715597,1.7878158,5.626389,-1.427448,-3.1483655,3.1096535,3.9884665,-4.112549,-5.457685
8258,14.9147005,-0.67114604,3.6981897,-3.307025,3.6960359,-1.9579028,-0.6047691,0.026034007,0.8461178,2.6267738
5998,14.930241,0.2076737,-1.2924378,-1.4680701,0.24081334,5.5920253,-0.045934808,1.2061228,4.4376554,3.6392841
6360,-5.114872,-6.0576105,8.804789,-7.361488,-1.9472004,-5.449841,-4.1475835,-2.105559,0.13058719,5.8799787
6347,0.15857348,-3.6820633,10.200356,-3.0341196,-0.38590068,-3.5667045,0.93677056,-1.3640736,-7.4065647,3.3026893
6961,13.420845,2.4141624,-3.0664177,-0.7733016,6.6599407,-3.196547,-1.1367911,3.3839147,2.2070816,4.019679
7480,-11.102887,19.469479,1.845855,0.24440944,3.732917,-1.0527811,-0.1247063,2.1354516,6.187961,-4.0949926
5107,-4.2046585,-4.388384,-3.8737552,-1.4014311,-0.94398206,5.3398027,-3.5493107,4.882614,-5.5247655,2.7034612
7317,3.0611851,-6.487039,10.699521,13.867167,-3.30367,-3.9326408,-2.0365903,-2.0614674,2.9713776,3.2787309
7219,14.241054,3.8453827,1.7333717,-1.1372572,-2.746238,6.388801,-0.26962027,-1.0640978,-1.7304993,-1.5227863
6498,-11.312372,19.168665,2.5085905,3.6434174,2.301862,-0.14817221,1.3477939,-1.4626957,2.2112134,-2.720823
7195,14.161773,0.39042485,-6.3354144,-0.8369918,-2.9113367,5.8389125,-0.048522584,2.3500621,3.029386,2.1915972
5171,-7.1710196,3.4211016,12.413286,-8.054526,-5.9342523,-9.008656,-4.8437963,2.486157,-6.178271,5.294345
8200,-4.931306,-7.480187,7.786326,-4.2620316,1.3568176,2.2203128,1.2888559,5.071742,-1.5459032,0.9003378
5492,-3.9275534,-4.6486444,-3.3440742,0.58592314,2.6580927,-3.9990232,5.331705,4.21434,0.6795157,11.211032
8231,-7.1715846,0.28515887,-0.99507195,2.5462677,1.2445068,-1.5238465,3.0259008,-0.46673095,-5.2585473,4.922578
7082,-3.8578198,-2.0033247,0.60169256,-5.7720037,-4.286352,-7.3025646,-3.3201914,5.617664,3.0955086,9.570528
5513,-1.8992156,-4.0199623,-3.2235668,5.0223036,-5.095631,4.2522426,11.613079,-0.02431272,-3.4772751,0.96156025
5801,-4.909397,-7.3984017,-1.6004214,-1.0582509,4.886404,4.84792,-5.005987,3.7780833,-3.1493707,4.261173
7798,-7.248329,-5.0889726,-4.1500354,-1.9927408,4.6032963,-0.06284808,-2.1216602,-4.9639907,-5.3976645,8.8997
5951,-6.3370037,-4.6086597,-0.047199674,0.11712797,0.82854056,3.1813219,-7.782727,4.995686,-0.6427426,7.268682
5966,-6.0358415,-7.80032,-1.0593945,-2.4807692,-0.5004985,-0.64094365,2.0838432,-7.028419,-0.6502596,-4.4323583
7512,14.190884,1.0318779,-2.4953234,-2.7554095,-7.0687284,-1.0898032,1.2652194,0.3469629,-1.9360656,-1.28278
6977,13.708073,1.9997245,-2.1695666,-0.5649516,2.4430366,5.320871,-1.8052462,2.6401334,0.1461099,-0.016279327
6653,-6.6456094,-5.987013,-1.3165982,-4.646374,1.0723125,1.598732,-5.628484,4.074867,1.5161755,5.2652454
7693,-7.5055375,2.4726624,0.53380615,-2.1991532,-6.574829,8.867778,-9.061948,3.070812,-1.3446268,3.6532943
5667,-1.505069,-3.3839772,3.5561306,-1.5877635,-0.647772,-3.197364,-1.0392567,-1.6367389,1.1411798,7.608408
5813,-3.1883693,1.9089003,3.1539352,-0.40319422,-4.0061946,10.339588,3.980399,0.14413825,-0.9539303,3.3090177
7864,-1.4948081,-0.17337984,6.3931694,-3.3475375,-6.906861,-5.917845,-0.153981,6.555862,-7.6343637,0.6499544
5505,-3.9596574,-4.91127,-1.0380112,2.43418,9.435844,4.1807046,-1.5445716,2.0761514,-0.23499502,-4.9280186
