,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10
22448,-0.11231776,-3.0743375,8.35548,5.9950027,-1.7341691,-1.4185412,2.6037621,-1.1564363,1.8716897,-1.4646038
22601,-1.0327454,3.632659,8.60587,14.485998,-1.6055259,-0.8290834,-1.7348889,-5.616548,-3.109397,2.390683
22307,-3.4682915,-5.266789,1.645676,-4.9499393,-5.8773074,-7.9723983,-1.3170595,2.7194493,1.1324165,-7.5341825
7859,14.311269,3.423144,-0.7528888,0.1370631,3.011687,1.6972979,-1.127023,-1.6347566,0.58521163,-1.1508213
7793,14.866805,-0.1590823,-1.0399559,-2.7642486,-2.2254598,-4.397983,1.8284758,-0.19607277,2.1313877,2.2512841
7891,14.229081,3.1339912,-3.6713045,0.15225805,-0.6087944,-0.28307265,0.3633554,0.482025,2.0138693,0.12832643
7743,15.325107,-1.6612029,-4.1497,-0.15869787,3.2115102,0.065520905,-0.6156589,-1.488651,0.8665356,-2.5781868
8017,-4.6180105,-6.0848055,-3.5607734,-0.25871527,2.746096,-1.8015904,-2.6179442,-2.373878,-9.596322,4.1238694
7697,-5.3411183,-4.673472,-3.0804522,-3.2012904,5.565028,5.7613435,-6.3154664,6.343904,0.61052054,-4.9219565
7776,-12.343511,18.251133,1.7767762,1.0324658,3.249613,-1.0685531,0.926489,-0.2871915,4.5098743,-0.31740004
22510,14.152565,0.6504826,-5.4198227,-0.3009299,1.7535403,-0.45460987,-0.5942037,2.1898086,2.0644164,1.5235872
22360,-4.6256423,0.75629234,-6.317858,2.36971,-0.6333797,-2.618817,8.704773,3.1343703,-7.345147,-1.9098233
22583,-0.86322904,-1.8674998,4.969906,-0.4191741,0.87927675,1.5420961,-0.36041114,-4.687758,2.9435146,-4.860349
22324,2.2258637,-4.8112946,2.7411048,17.149734,5.119143,-0.043728895,-5.79797,2.9076622,0.039562546,0.61528593
22567,-4.7257895,-3.2694495,0.8475434,-3.3549569,0.83628243,3.291586,0.76201415,6.242656,6.1587186,-3.6227279
22496,1.9710741,-3.8490765,7.6880794,16.154354,-1.7114635,-3.0341756,-3.7167737,0.34722024,1.5306565,2.5981076
22591,-5.846468,-3.1605694,5.20008,-1.6941978,0.02670606,-3.8616996,-1.0812538,-0.2616622,-1.1924952,-4.4253464
22559,-3.5170743,-1.918154,2.2244709,-2.2523408,-0.5909296,-2.0900204,-2.6297338,0.8301981,0.18547614,10.69095
22596,14.925127,0.4404084,0.036175065,-1.5128281,-2.0859687,3.4185288,-0.23911445,0.25082248,0.7767963,-1.2883239
22431,-0.61386114,3.871312,2.9995046,3.8621325,-0.72453314,-0.039143864,1.9090493,-4.147048,1.7483536,0.7802967
22575,13.533133,2.3278856,-9.0112505,-0.42990828,-4.915902,-1.288482,1.352896,0.46003002,0.7470359,1.1196929
22481,1.7720224,-2.9919658,7.7466526,13.779108,-2.7183864,-3.5521967,-2.4981515,1.8757826,3.872088,3.602283
22536,-3.3241503,2.5874453,6.3121295,10.678656,-0.11544024,1.5748032,-0.64626837,-3.905653,-4.6719155,-0.98878694
22524,13.364085,3.8770313,-0.7397423,-1.3325851,-0.25125083,1.2533759,0.90134615,-4.565881,-3.180027,0.85196626
18094,-2.3967435,-3.5829859,0.35919154,4.870635,7.0364246,-0.47535488,3.276839,-4.1060944,-2.0673947,-2.9586725
18251,14.6312685,4.2664075,4.3967557,-1.1638287,2.3231387,-1.1434017,-0.80384517,-2.2015746,-0.05676907,-0.4158053
18239,14.782247,0.103584245,-3.1482818,0.3097509,5.0940623,-2.2098324,-0.7878185,-1.0367264,0.70477575,-0.9822333
18225,-0.39141136,-5.682904,2.8072505,0.26592645,-2.2124588,-4.3605294,3.0836093,2.3582041,2.0808325,-8.009351
18081,14.413953,2.0726268,0.6747258,-0.1116207,6.205576,3.2229307,-3.284426,3.2251863,0.04201528,-2.0994668
18064,15.068008,0.6507971,3.8122644,-2.3353324,2.707787,-6.70654,-1.6064012,-0.43735996,-4.4342756,-4.7480984
18072,12.859457,3.2160847,-6.2743254,-0.15611947,-4.478922,8.754636,-1.2980363,4.9795785,-2.4878504,-3.0974467
1236,-4.30455,-5.3885365,2.8639336,-4.46145,1.2652617,-1.8355496,-1.1285475,-0.8055196,6.6514807,-1.2622943
1288,15.295425,2.291682,7.47638,-3.0672,-1.4946846,1.3751452,0.45394996,-5.3729844,-1.7104235,-0.799119
1269,15.4505625,0.29850078,0.6471514,-1.4859058,-0.5124801,-2.3230553,0.35726166,-3.7840986,-0.940757,-2.767623
1279,-3.5636342,-3.7520084,10.762055,-7.4934216,-5.401106,-5.743522,-1.9179119,-1.0703309,2.9336324,-8.18894
1320,-0.36082095,-4.0336356,10.050861,5.6375475,-9.072433,-3.1471624,1.7430236,0.69186443,0.5302848,-2.0484002
1332,-7.418384,3.0396297,12.110949,-5.6292696,-3.024887,-4.464385,2.4746666,-2.8646424,-2.2929015,-1.544391
1326,14.595602,1.9880235,0.119974785,-1.5900975,-0.27150962,-2.7739143,1.3681287,-2.0336208,3.3613324,2.9148037
9694,14.874924,0.021186339,-2.9982598,-0.041438725,2.339814,1.9674512,-0.29695967,-7.004075,-2.3991601,-3.3330748
9487,3.4751883,-7.9003353,0.6704132,10.747805,5.6179338,-1.6882899,-0.05723,-4.906322,-0.53039354,-2.399469
9607,13.80736,3.2879822,-2.8852668,-1.9958527,-0.95391667,-6.0888047,2.4246805,0.8461455,5.2700033,5.8620934
9531,-2.4997354,-5.6225395,0.64556724,6.528697,0.22860351,-1.0070908,2.814095,-4.2817817,0.98770374,0.7649132
9647,12.936965,2.379282,-8.670689,0.12589225,0.75648165,-2.2189775,-0.5962569,3.8816128,1.6855217,1.5794938
9714,1.3350904,3.9793859,2.3385277,6.9428487,-0.10165042,2.8486445,2.6232371,0.3636264,-2.0587244,-4.553047
9621,15.345049,2.5569289,4.8066077,-1.5703042,0.2895002,-0.32406595,-0.7586813,-2.5757866,0.1324934,-2.0647728
9704,0.3103406,-6.0527163,7.795888,9.019858,-2.34251,-2.6384346,1.6507814,0.047101043,2.2021744,1.2670013
9562,14.648571,0.039070144,-3.5262508,0.034976635,4.40228,-0.3823528,-1.322322,-1.4220173,-0.65398973,-1.3321999
9496,14.9591,2.1076825,3.773355,-1.3786597,3.52309,-2.3404636,-0.25891244,-4.3286533,-0.8727214,-0.558483
9723,-2.4016826,-3.5938265,5.8364387,0.2963317,2.8272257,0.59537643,-0.9124954,2.8231425,-2.5008113,-5.596202
9634,14.900846,3.5360215,2.6153316,-0.39718208,0.91422504,2.4367135,-0.7804341,-3.452135,-0.49955022,-2.278104
9683,3.5406756,-5.586038,4.3165283,16.393497,0.869893,-3.0995603,-3.7053282,-3.041031,0.34580672,-1.169306
9732,8.396576,4.3313007,-2.7407827,1.3976527,-1.8525778,-0.49665314,2.3934777,-3.581109,-0.33828163,2.2254713
9578,13.78139,3.1333125,-4.720485,0.23121722,-0.15005621,0.89122605,-1.2132466,-0.72159773,-2.5366688,-3.8930347
9473,14.002603,2.5314565,-0.52129626,0.43593776,4.1964808,3.4995477,-3.5240207,4.4300065,-2.6315532,-4.9526167
9659,12.6258135,4.328259,-6.2338066,0.19389693,2.3583982,-0.46920127,-0.13829227,1.0261685,0.5304137,3.0439596
9593,13.908113,0.9540104,-3.145205,-0.20521976,6.506018,-0.50070536,-2.113463,1.4735779,-1.075149,-1.231174
9741,-1.8223121,0.5956251,4.7505627,0.89812714,1.1269501,4.332497,4.1805973,-4.7027874,1.9148637,-0.15727305
9479,-0.55408823,0.5695643,-0.730301,6.5098743,2.492923,-0.9682616,3.4857023,-2.5768497,-0.65789473,-2.4901445
9505,15.651598,-0.46218336,1.5588272,-0.3229802,5.92982,-0.62307453,-1.6414732,-2.77916,-0.98259354,-2.9625857
23995,15.775194,-0.8128283,2.3610396,-1.6909105,1.7310047,-0.31230164,-0.28099015,-4.689543,-1.3846464,-1.9169492
24018,12.5035515,3.7461736,-6.264063,-1.1012568,-1.5037146,-1.3702306,0.8894356,2.0425866,-0.45214102,1.5918026
24119,14.679533,3.215408,8.8622,-3.5360496,-0.38724047,-1.1692021,-0.73492104,-1.9420015,-3.3039145,-1.2824421
24064,0.15941744,-2.2853746,4.2942066,6.5222287,5.6439614,-1.9133914,-0.48129818,-2.1078246,-5.023739,-4.7472653
24083,1.3323295,0.55288297,6.9749603,18.141459,-2.7027812,1.7082636,-3.4808595,-4.8865695,-1.577109,-0.9982254
24004,-0.15117061,-8.104801,3.3550441,3.9959948,2.11316,-4.004052,3.6653209,-3.7729757,-0.6922435,-1.8894081
24032,15.277365,0.7602072,5.2235675,-2.5543787,1.1686884,-3.578783,-1.2687638,0.61712223,-2.000903,-2.5913494
24114,14.946858,-0.60161626,-2.0731232,-0.7793006,3.2184358,-3.4291632,-0.3785098,-2.6421459,0.22085123,-0.055236064
24013,14.954595,-0.03319292,3.3027809,-2.3836095,2.7551463,0.3965291,-0.10487678,-3.5131042,0.32325983,0.4177419
24078,13.75157,2.5741305,-7.0248423,0.39490354,-2.8129244,-0.7066702,-0.09700302,-0.39111912,-1.6022308,-4.3312635
24027,-3.553589,3.1267915,12.88311,-1.0446634,-6.1784463,-6.2253914,4.5391583,2.1769795,-5.2486,-3.3876352
24132,2.7054155,-7.596082,2.6432922,16.100294,-2.0959916,-7.2002664,-3.8410387,3.108518,2.302559,0.35438666
24059,14.667207,3.5086877,1.702589,-2.9386783,-6.640522,-3.4187465,0.91425115,0.012678857,1.1587796,-0.9630365
24149,14.516507,3.4177203,2.4717588,-1.4540399,0.9976403,-0.6733572,0.66506916,-4.5090976,0.8517277,0.7554073
9596,14.852297,4.0783496,3.677862,-0.30654678,3.5415738,3.061171,-0.9452141,-4.0587273,0.45319432,0.19963004
9674,-2.2776594,-3.6749215,7.6967225,-2.2181973,-6.6081867,-3.560688,2.8883035,-3.282841,-4.4158626,-2.985518
9777,1.8723065,-2.9259157,0.7383469,19.19264,-1.7990061,-1.0886582,-3.1624095,-4.861143,1.1010942,-1.3977313
10079,-0.9710173,-1.7988302,3.0510151,1.7539033,-1.6481702,-1.1499912,4.911391,-1.6982363,5.7787333,1.0040913
10075,14.800855,0.047935825,2.9591641,-2.7319646,-1.5785031,11.301134,-0.8640203,-0.6282616,-0.34482077,0.79439384
9637,-5.2273946,-3.7336683,4.50509,-0.0251305,-0.17356598,1.5585116,1.4090567,-6.219458,-0.98470026,2.976497
9707,3.5771441,-1.4554739,4.005161,2.6526036,4.909262,0.8255592,1.6366876,-4.4312687,-0.021406878,-0.5210986
13077,-5.7289233,-0.7754608,-3.933969,1.8498771,3.259144,0.67088264,3.699994,-3.0944614,-4.396518,0.4875228
13165,-5.9266086,-3.925955,0.04527194,-1.4622848,5.987383,2.8638601,2.201432,-1.3670309,0.6164138,-3.7112043
13201,-2.4981725,2.5259886,12.928445,-4.7953796,-4.619058,-8.160122,-4.9292974,6.678363,-7.7004924,6.6316357
13125,-0.4978189,6.0755053,0.88403934,1.4404408,-1.3919876,6.172334,0.5129219,5.500124,-0.5550316,-1.5114367
13213,0.2185156,-3.0045478,5.3957667,1.4894558,3.8220243,-2.8872473,-0.041019462,7.8762,0.65577185,-4.352473
13043,-6.5632935,-5.586583,0.20725699,-5.949227,-2.582698,-3.4446871,3.5252612,-3.7048535,3.743471,-3.2385485
13189,-5.3513913,-1.6534069,-1.7227402,-3.0589557,-0.68149996,6.56696,-4.0684714,5.532595,8.813183,0.71060205
7923,15.6612625,-1.6456292,-2.3576243,-0.5772467,2.2796917,2.0018692,-0.29995656,-2.9429722,1.1589986,-0.68657136
7810,-5.2483006,-7.5532866,-5.9400487,-3.8379457,-3.284906,1.064161,-5.032785,-2.3322828,4.996688,-3.0740623
7729,13.766811,4.473218,1.7999854,-1.4728608,1.9785244,1.7283927,0.74216455,-5.2722793,0.15078013,1.8914437
7689,-4.9588695,-4.7640095,5.852666,0.08701263,-6.4782786,2.4119568,-0.45671415,-2.3433151,5.991049,2.7264585
7971,14.051792,2.971491,-1.6082885,0.70319563,4.7184024,1.7773252,-2.7916167,1.0129963,-3.38324,-5.2253404
7827,14.615204,1.2107689,-5.632251,0.20200361,-0.35581657,-0.010900308,0.8482683,-5.4591537,-0.67792034,-1.9275347
7705,2.198184,-4.3426023,0.3848055,17.304329,-3.5406156,-5.202689,-1.9256351,1.0415254,5.929957,3.4703557
9581,13.337666,3.1628923,-9.552235,1.3285816,-2.6623075,0.9436559,-0.48818442,-1.585495,-3.2357247,-5.507481
9759,15.234268,-0.29932642,0.8311227,-2.499752,-0.19883806,-2.5818079,1.029161,-1.4220387,1.57957,1.2172902
9662,-2.8976955,-2.726175,4.5933433,2.595495,0.41719228,-0.08309112,-1.3197396,-3.462119,-3.9710398,-5.833671
9734,14.530835,5.112646,8.842721,-3.5365744,-1.9641682,-0.60211277,1.2969701,-2.2479174,2.1151633,3.1922834
9788,-4.0153656,-0.7965896,6.5203233,-1.9231299,-1.4377284,5.5181427,-1.7619525,-6.4941106,2.0823205,-0.81909496
9566,15.392029,2.0273495,4.5748363,-1.8801801,-0.53268886,0.75916624,-0.37347385,-2.783114,0.35382503,-1.531901
10082,2.1596925,-6.549841,9.556554,12.703975,-2.3726213,-2.736071,-1.3139423,-3.6406085,2.490691,1.6404284
9782,-3.1973622,-5.0147605,1.172163,3.426055,3.5379155,-0.5121979,4.434899,-2.8167145,3.3244424,2.2673736
10076,12.916952,8.618625,-0.29346666,0.23610783,0.001879038,3.4960008,-1.0677856,0.34475353,-0.6727438,-0.31872022
9743,4.0599585,-6.633102,8.720887,15.172129,-5.269859,-2.1337626,-1.7501,-3.6735256,5.1790385,2.626101
9716,0.99859357,-5.355476,-0.5096366,6.0475044,-4.471197,-0.51544374,3.8694665,-5.4915085,-0.6326186,-1.6618766
9750,-1.0203617,-5.2373176,7.56581,-0.37542713,4.248523,-3.9307885,8.535226,4.2074227,-5.7679777,-1.7257282
9725,15.276502,0.9037285,2.2738552,-2.2323818,-0.6401641,-2.4591792,1.2590361,-3.390248,2.4760435,1.1540275
9686,15.055881,1.351169,1.7525417,-2.4894311,-1.9067878,-5.127221,1.47584,-0.93125874,2.9278176,1.4173628
23606,14.363654,2.0093312,-4.0066676,-0.07475206,0.38258553,2.260692,-0.33818337,0.1797543,2.6887589,0.6091221
23561,-3.838086,-2.2924218,2.6828568,-1.979701,2.6824436,-5.654901,-0.047740877,2.2978303,4.128473,-5.985669
23616,-3.0101912,-1.6292636,2.7462883,-0.31722406,-5.156462,2.7179449,1.2692285,7.951154,0.49232218,-1.5325359
23483,-3.3006856,-5.83758,-5.0430217,2.3972852,2.9931805,-0.9417781,-1.4747854,-0.13112916,-1.5107843,-5.7688403
23625,12.535568,1.8737047,-8.140207,-1.156321,-2.2296867,1.565928,0.9680027,-0.11275133,-1.5403318,2.8031352
23535,0.14438128,-1.7329495,-3.5590622,4.3752427,-0.80246574,3.1581333,5.152809,-0.5471867,-3.531771,-5.1984777
23522,3.0743687,-5.595697,7.2588487,15.315964,3.169996,-3.6837554,-4.294946,1.0044209,2.4647098,1.9664508
23640,-1.5998393,-7.517829,10.26985,-4.7002044,3.2824697,-4.890832,-0.532764,4.0395927,3.1363015,-4.577573
23595,-4.5697117,-1.3729508,-3.8950262,-2.4809773,-4.5680237,-2.1063397,-6.9422264,-3.388257,-5.4640393,-2.6124597
23573,-1.4555668,-1.4649718,-3.0935314,2.9215043,-1.1927284,-0.039887495,6.3642993,5.990432,0.5250216,-0.28487903
23644,-4.007193,-2.4570782,3.4231775,-1.5241858,2.3456485,0.170569,4.079159,-0.29690644,6.6081605,-2.0354753
23411,0.34198382,-4.7981,5.8055534,-0.4780089,-1.6352253,1.6670957,3.7113698,1.8810966,5.95783,-5.7342663
23395,12.804027,6.032913,6.7481403,-3.8343954,-1.9153134,0.25556618,-0.9407356,6.3458676,0.17036077,2.5454934
23426,-3.308549,-5.0339117,4.2171116,-4.9844203,6.7112455,-5.6221166,-4.5871367,2.742481,-5.3961945,-0.073906735
23633,-2.5343313,-4.938452,4.7753687,-3.4560921,3.6352243,-1.5644029,-2.689706,3.5565841,0.10125403,6.3416133
23584,-6.1017933,-1.3437892,5.0458703,-5.3223596,-4.2761517,-1.0722716,-3.2266521,-4.0005903,6.3310666,-4.6887083
23379,-2.9859846,3.3010366,1.5734107,0.2474255,1.1297258,-0.60986537,3.6890264,2.3352063,0.56539214,-3.773704
23455,-3.7155979,-3.4039583,6.697127,-3.8406293,-4.4102645,2.4322135,0.73180205,3.1197824,0.2728289,-1.086537
23509,2.4233236,-3.334019,5.284765,5.3812046,5.4157214,-1.5216565,-2.1555657,3.0261016,-5.640642,-3.8051429
23469,-3.7613056,-1.8342805,7.614427,-4.3927555,-8.469033,2.450015,-4.8344803,6.403138,-1.2486335,-3.6980352
23548,-7.06575,-0.05897327,1.3469055,-3.9862535,-2.331519,5.1952558,-3.142413,-5.5183883,1.8260839,-1.614909
14043,-5.796364,3.2047668,2.042174,-1.2133018,2.9657142,-1.2784826,-4.0230517,7.507804,-7.471016,5.4066534
14311,-3.673762,-2.2623036,0.9565534,7.554045,-1.3926835,0.04676494,2.5640974,-5.8434763,2.7327032,1.4447304
14166,14.714942,4.630533,8.168919,-2.8699524,-0.28843296,1.0390303,0.002635531,-2.1454527,0.8790863,1.5159143
14118,-2.6222656,-1.3799696,3.14669,-0.94747996,-3.2140493,2.076187,0.14242217,-5.693573,0.37711826,-3.922662
14055,-1.6783103,-0.24936491,14.28052,7.005093,-6.268147,-3.7394197,1.2327534,-0.72572863,0.9903901,2.0144331
14101,-4.068599,-1.5114534,8.499186,-2.9417946,4.002219,-2.911603,-5.6112995,5.252902,-7.68247,3.5168464
14289,14.295052,3.1574235,-2.8861268,0.27479905,-0.9396055,4.15593,-1.4485025,0.16785464,-1.5476884,-4.848998
14225,1.1848607,-2.3268836,8.499238,7.790493,-2.6691937,0.39961582,1.862952,-1.956061,0.853623,-1.9172441
14084,-1.2257869,-0.89607173,9.915377,7.5083914,-4.573478,-0.42428264,2.4830663,-2.9475894,0.6159149,0.5792411
14035,3.3300192,-2.28822,5.5027537,3.0408943,-2.031953,-0.43719253,3.113632,2.7808266,2.0447228,-2.4039724
14321,14.482662,3.0028906,0.8583661,-1.7621735,-2.973694,-1.045097,0.33654493,1.2348703,1.9858824,0.86481696
14265,0.022280328,-6.8494854,8.3720455,3.3982763,2.2708936,-2.9396474,1.2920388,-0.7875637,-2.1880152,-0.015616244
14252,15.376506,2.1982555,5.4800043,-2.6911545,-1.6186621,-0.8655013,0.8290622,-2.7983713,1.7064726,1.0477186
14277,15.402633,0.42919436,2.55263,-2.8514576,-1.7463582,-3.332925,0.80354464,0.28259405,3.2807138,1.707887
14330,1.5436618,-0.26674733,10.666522,15.926777,-3.8540292,-3.9953713,-3.5739195,-0.0700975,-0.11200917,-0.28920737
14067,13.843746,6.1220946,8.158115,-2.6893492,0.54867935,0.8126218,-0.6456008,0.5497973,0.528119,2.4083292
14151,12.825565,7.059537,-2.9722216,0.5106801,-1.2657758,-0.15501161,-0.0076694665,-3.364429,-2.8969846,-2.962581
14211,0.59962386,-2.518049,1.3640982,3.3202827,-4.1591167,-2.1717489,2.5946603,0.06806404,1.7833608,-1.6194639
14300,15.06697,0.6416343,4.625506,-3.4266136,-0.9968202,0.18804891,0.5683593,-2.926832,0.40819594,1.2790247
14239,2.6678312,-4.4693975,11.037143,15.684098,-0.33795884,-2.3217974,-5.0146804,1.2745192,0.9450833,1.1858149
14339,14.98,2.7911718,1.3188084,-1.4023114,-2.3825216,0.7628119,1.3507948,-4.1971283,1.7858624,1.0494665
7158,14.944131,1.8396804,-4.0039663,0.7554624,0.20669514,-1.227909,-0.07155583,-4.399409,-1.2755709,-5.2201524
7144,-0.16086228,-6.4558916,4.490391,3.5654898,-0.3831295,1.2907262,2.1623971,-6.2231903,-2.2298415,0.64260715
7041,1.2127653,-2.2973108,9.049282,1.1879702,3.0816832,-5.1785884,1.4436011,4.5400524,-3.8978422,-3.4535778
7172,13.398005,1.2911762,-7.0779133,-0.3546039,-0.5096086,-0.54915667,0.12211736,1.8959415,-1.0627028,-0.71092844
7116,14.821505,3.1342072,3.9628572,-1.6820964,-0.58270305,-3.04197,-0.5619138,-0.32670116,-0.83180445,-2.4429045
7056,14.971975,1.8278594,5.857291,-3.4016962,-1.5626746,-1.279369,0.9403838,-5.092842,-1.8758571,-0.49602082
7130,-4.0255876,-4.112713,1.3801136,-5.686527,-5.7292066,-5.039223,-1.9374346,1.6374115,-1.3282568,5.6668067
678,2.7519295,-4.2957253,11.247334,13.102257,-4.4986386,-2.583604,-0.9435577,-3.9751937,-1.0634642,-4.0615163
686,14.688433,1.4946189,9.57279,-4.238413,4.9276896,-1.2132549,-1.6166708,-1.8242451,-3.6268113,0.22083205
777,-4.4895,1.3060573,3.5638251,-1.0659077,-1.2159976,2.8697665,-4.4863925,-0.80251,0.52778906,4.1666727
742,14.164708,2.8091373,-0.89768034,-1.8835685,-1.4371266,-6.3403893,0.9407235,-0.46378055,2.087324,1.3814406
823,13.940533,3.8076487,-3.8352191,-0.11394829,-0.6926237,-0.93832,1.2985022,-2.715352,3.6611774,2.1464713
658,-6.2744193,2.1600044,-4.386309,0.7915912,-0.7442172,-1.9397452,1.6698475,2.7220118,0.53040797,-2.8931012
694,-2.7199585,-3.641532,7.5126686,-3.415201,1.0517,0.4922831,-2.6392498,-6.557886,-3.5465755,5.0817776
7955,-4.479381,-1.4924333,-3.3484478,0.8598137,-1.6849511,-2.475163,-1.640944,1.6203004,8.405477,0.73045963
7875,13.881649,0.7320422,-4.841099,-1.022612,1.0513772,0.020655261,-0.21882725,2.825774,2.406167,1.7809874
7759,14.493196,1.202384,-2.2752383,-0.6298258,-2.4229124,10.508765,-2.2011802,2.9055188,-1.8860681,-2.8678994
7939,-3.612126,-7.032338,-3.9093132,-3.7464497,1.0652398,-1.75605,-2.9663486,-3.6908352,4.0636506,-6.648683
8003,13.489423,2.9232643,-8.214714,0.31470045,-1.8803258,-3.5109377,1.0249995,-1.4002742,1.7787822,-0.15077502
7987,-3.6789086,-2.0112252,0.6877652,0.029097103,-3.3883119,6.5284038,0.33690736,-7.343534,-1.5627593,-3.4243977
7684,-2.050232,-3.3465993,0.28204066,5.803,-1.7532748,1.5237316,3.7717857,-2.7335153,1.463045,0.7263471
604,-10.486648,19.33989,1.1109741,-0.6699335,2.2925427,-0.75188786,-2.5502894,-2.9081326,4.1468506,-0.13768826
701,14.640293,4.8325405,4.2642283,-1.2972946,-0.6165983,1.1423045,0.41847464,-3.9614122,2.0348608,0.3479454
833,12.317147,7.1635976,-4.978054,0.24161781,-4.5647817,1.7080166,-0.1481053,2.5022204,-2.704956,-3.081141
754,13.641479,4.829491,-4.726,0.7470159,0.4121235,-0.61972034,1.2693326,-5.7020454,1.5790588,0.4804661
812,-2.5101867,-2.5144536,-6.4064984,4.53837,-1.8515677,-0.88604957,9.684168,3.449355,-4.927196,1.541167
668,-5.32156,2.3594415,-8.196264,0.5986049,-4.4696636,-4.585437,2.0651882,4.1322246,3.3741915,3.9067714
722,14.314017,4.012486,0.011944901,-0.3381659,2.9631577,-0.61283386,-0.5254247,-1.2470015,2.2406192,0.42553833
615,13.7059355,5.3253665,1.7793137,-2.2494447,-3.0657036,-3.5605307,1.2977265,1.7928599,4.5972757,2.7942343
708,14.557729,3.7817724,2.2261434,-0.6066439,3.4654377,-0.23379326,-1.3607668,-2.0935688,0.62696934,-1.3529325
715,-3.9108768,-0.73292893,3.7774947,-1.3465371,0.6865022,3.4606392,0.6011929,-4.101701,-3.183858,0.47037044
765,1.9264287,-1.9900801,11.4272995,15.05336,-4.366802,1.1651304,-3.8421104,2.044941,1.8459285,2.338096
637,14.24125,3.0902352,4.8538055,-1.9722623,4.0148516,-2.9365911,-1.9770278,1.8574443,-1.4370664,-2.1910107
790,14.508533,3.4130006,3.2243342,-1.5722209,1.3350408,5.6540956,-0.21626447,-2.1829674,1.9378139,2.9452033
801,-0.08313973,1.165474,2.9318426,8.072084,-1.6290362,-0.28758886,1.3348382,1.0690937,0.7467563,1.9807174
24003,15.445054,0.262139,6.6059747,-3.734469,-3.4497695,1.0586106,-1.0326557,2.3362417,-2.3092263,-3.9352398
24100,-1.7172452,-1.6948642,13.40237,-5.283084,-4.3047767,-5.0134835,0.42795056,-3.2315662,-5.6940413,1.4346715
24153,0.9695148,-3.4786115,-5.755746,3.6689014,-1.0050998,-0.46672437,4.5006347,-4.7099485,-3.4798617,-3.4600985
24136,14.546765,0.94448286,1.1788262,-3.028573,-4.128821,-4.0586395,0.8545069,-1.576549,-2.5994427,-2.6428404
24118,-2.231362,-2.2716336,9.680077,-2.919544,-3.5909681,6.3238845,0.9194331,0.3184069,0.73813945,-1.8517251
24258,15.539645,-0.9398596,1.3118863,-2.1870644,0.85195434,-2.156764,-0.6372949,-0.4503285,-1.301461,-2.5016396
23977,15.236218,-1.1422718,2.5567114,-3.2711494,-1.6064922,-0.32560793,-1.2775536,4.8171763,-1.2703078,-2.4230886
24216,0.59449035,0.5308141,5.083978,4.8027635,-1.7132882,4.680413,2.1894712,-2.3880084,-0.31914666,-0.6194593
24017,-4.7112427,-1.7372133,-2.2050326,0.66171706,-0.093113646,-2.9060004,0.99205416,-5.8411922,2.7248006,3.9789014
24272,15.772124,-0.8145548,5.3431,-3.3683243,0.21012424,-2.202037,-0.76902896,-1.1132799,-2.6201556,-2.7351327
24169,0.2755382,-3.9090285,-0.1347732,5.6785893,2.8541057,-1.4938031,5.386435,1.4898318,1.2055976,-2.387159
24185,14.695003,-0.765431,0.33954656,-3.2319572,-1.9553579,-2.9227057,0.07932373,1.2748333,-1.8095446,-1.4077475
23963,13.672194,5.849338,8.773892,-5.1250653,-5.6337757,-6.966104,1.030887,1.6397083,-2.4398546,-1.7908047
24082,15.247531,-0.97824496,1.9072909,-1.7623786,4.8244715,-3.0407536,-0.77515304,-1.473405,0.5827765,0.1702679
24047,-1.2376405,-1.2339556,-5.172353,7.8845167,-8.113601,5.239385,3.4696786,-4.479694,-4.116327,-3.2991817
24063,2.8600683,-0.038756,5.98981,3.8560178,-6.7529907,-7.0691724,4.3120112,1.2842221,1.3353978,-5.0834055
24201,-2.8708642,-2.5662694,6.3715377,0.882432,1.581735,1.8487911,10.770416,-1.3712661,-1.9768598,5.6433043
24244,15.527535,2.8747842,7.5838876,-3.428469,-3.4886937,1.8086741,1.3400003,-6.9702315,-0.5817909,-0.49739325
23985,-5.9233847,-5.066875,4.638791,-6.556099,0.9714111,-4.750628,-6.3818426,0.01840624,0.3275928,-1.9517202
23994,14.025918,0.9484295,6.072091,-3.8144186,3.9894276,-3.0881011,-0.8810186,-0.4725725,-2.9955156,0.6799484
24031,13.13757,6.1216683,2.8966258,-3.582254,-6.390621,-1.1119984,1.5166733,5.441513,3.410005,3.1926014
24673,13.741731,6.066448,0.2152848,-0.32673052,-0.32114476,1.4507053,0.20106135,-2.0353749,0.60839486,0.7267539
24435,14.462137,4.7435656,3.3718605,-1.3285064,-2.0901103,5.7565374,-0.55648774,-1.4705158,0.39938474,-1.4653755
24471,-3.598016,-3.8399904,-2.3973496,0.6725401,1.6928625,0.27174002,-1.308485,-1.3566931,6.1986833,1.3667839
24637,13.938027,2.3488584,-2.14578,0.024028467,5.6921825,0.85740393,-1.968717,1.2474188,0.02006271,-0.087284796
24625,15.123536,4.3627787,7.986883,-3.236466,-3.3489928,-0.4176727,0.8049781,-3.8391724,0.21140842,-0.5357087
24586,12.837508,6.3421187,-3.3238664,0.03258148,-1.5229777,2.9577825,0.25253767,0.17725113,1.0221833,1.5044461
24661,14.3953705,1.0079517,-5.60214,-0.7010683,-2.121637,-2.6294966,1.0201193,-0.11593574,1.8572137,-0.9058716
