,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
24007,14.053303,3.605825,6.5202155,-3.7907329,-3.2836502,2.92676,1.2402035,-5.126316,-2.5456715,0.3505441,4.970517,-3.3619578,-2.5612073,-2.7779875,1.4545232,-0.9636214,2.9161377,3.1142864,3.3086436,-1.0056224,0.592319,2.158966,-0.9422134,-0.034918267,-0.51075345,0.14927396,-1.3082654,-2.5588498,2.689991,-1.3665156,-0.7167954,-2.6307912,1.3092886,1.7358532,1.4248546,0.5942392,0.8215973,1.1008782,-0.6436129,0.019227955,0.70680773,2.689647,0.7619529,-0.18231721,0.3829243,1.5358193,-0.8530547,-0.22916846,0.9787887,1.2834034
23960,-6.6702104,-5.1954536,-0.084986456,-3.7291996,0.07529774,6.9102306,-4.012128,-4.6723166,-0.65853226,-4.2463,2.8556256,0.9064633,-3.414673,-4.271122,3.9997952,-3.2422469,4.9842486,-1.8966058,-0.8699349,-3.2134166,0.88227296,4.7649827,-4.1644545,0.1555126,-2.4123583,0.1639389,1.5475049,-0.6415556,1.9271725,-2.8022957,-3.0802662,-0.96889126,3.4197788,3.3249178,0.80658925,-0.4196181,3.5989392,2.5735004,2.625244,-0.02710147,1.2208691,0.47741976,2.041067,0.25107655,0.24597365,-1.4358478,1.0188419,-1.6906804,1.189708,0.48328355
24085,-4.4648046,-3.341618,1.9129827,3.5975778,8.556177,3.6178923,7.876466,-0.52697134,-8.563127,3.2204535,1.4586426,6.401955,0.9555464,1.0894619,2.1640165,-2.8760395,-2.364951,-0.8196611,1.5509136,-0.84736824,2.9925857,1.2604555,0.965737,-1.4852817,-2.234241,-3.6512206,-1.8316702,0.60014695,4.424265,1.4865992,3.564531,-2.6902466,-3.2690597,-2.6147048,0.9619499,-0.6752572,0.9070198,-1.1935719,-1.7887287,-0.553636,-0.6767566,0.6846294,1.1667821,-3.33605,-2.0244136,2.3342543,3.6835399,1.5621245,1.7983593,0.8276278
24139,-9.712333,2.6954176,-6.265441,-2.0471196,-2.9265032,-0.16850294,-4.297147,2.5321438,3.2686327,-0.88978744,3.2391586,1.115842,-4.8805842,-0.08838315,1.0371321,-0.73499113,5.393425,0.039720308,2.7938085,6.4482656,6.0234895,1.319686,1.0564481,2.8685315,-0.10997646,-1.0610721,2.266434,1.200381,-0.95577806,-2.1413739,-0.51600844,2.8748717,-6.422167,-1.0821412,-3.6750076,-0.027432183,5.188277,-1.7167706,-2.9844055,-2.4167776,-1.2515019,-2.670122,-3.061155,1.7929817,-3.9276004,-0.50335014,-0.46681055,-0.8171774,2.0706007,-3.194458
24156,-5.714931,-5.2110157,2.0762913,-0.4943999,-5.4038825,12.118462,-1.8243656,-0.83696413,2.4498596,0.52586454,-0.7792274,1.499873,-5.5986514,2.0593922,-2.0623734,-3.7930875,1.3630812,-0.9463367,1.6867619,-3.6343348,2.388374,2.91673,1.9525455,3.0598495,-0.56788397,1.0479021,1.9870846,-1.9986145,-0.54895276,-3.132491,0.17523897,2.1033218,0.7146565,-1.5717267,-3.4868128,1.7075055,-1.4121957,2.8994699,-1.3066674,0.058369014,2.0307887,-0.8408622,0.42552465,2.2608895,2.121287,1.114441,-2.3567753,1.1324513,-1.2147405,3.2077184
24204,-6.027575,-1.2872279,4.324392,-2.4927528,2.884317,0.037262592,-3.2546992,3.6694202,-1.5435363,-9.204332,-0.5728227,-0.41127804,1.7598728,-0.98634726,-1.5951519,-6.316238,2.7362826,1.0320559,-2.0655296,1.1138859,5.320088,1.0073423,-4.335005,2.0995538,-3.0918422,-1.464604,-0.046710905,-2.6252098,6.5806684,6.7747765,0.20158191,0.3111487,3.781775,-2.6240547,-1.7068588,1.0838867,0.94304293,-3.5761008,-3.501032,-1.0164479,-2.9446037,2.6316664,-1.0486989,1.7042962,5.1713495,0.9033465,0.9484685,0.19285496,1.2941529,1.6228093
23649,13.515577,3.7769284,-2.1014361,-1.1270411,2.5938795,0.3352262,0.85223687,1.3885201,7.007381,6.1425376,-0.0912921,2.9013171,2.1821303,1.0539174,1.0477989,2.69714,4.5884156,1.7275907,0.9251894,-2.7971265,0.54220784,2.431871,-2.3449922,1.1122227,-1.4640812,0.42123598,-1.3826766,-0.6934252,0.3484273,-1.6319746,0.83226013,3.037766,-3.5889919,-0.64283615,-0.814306,0.35352698,4.302206,-0.9408272,-0.3129124,-1.7274867,-1.6968253,0.762905,-0.6247385,0.4842311,-0.43887374,-0.22648893,-3.9862032,-0.26974583,1.3908098,-0.22665183
24260,-6.8107176,5.6319304,-2.7374258,2.562734,-1.3496838,-1.3187819,-0.982622,2.390081,1.2857013,-0.83912086,6.8730135,-0.48777238,4.6467605,4.357896,0.9648037,-1.4776775,-0.61722976,2.9963553,3.5003462,4.6910157,2.4161713,-0.47493446,5.5052214,6.130394,-0.4938225,2.1804671,-2.4303794,3.9666553,-0.16598651,-5.7047567,5.044921,5.1687756,-2.822611,2.1089568,-1.2401038,-0.6514451,7.449157,-3.7137856,-2.4041927,-3.7884798,0.17289631,0.15951306,-0.38159943,1.3900362,-1.9598775,-3.4183192,-2.531394,2.0164669,2.7282162,0.90282935
21023,-3.3463447,-0.8217206,-0.5828264,2.0976067,-5.582364,5.469905,-1.6749129,3.376539,0.8802335,-3.5797145,-0.88900024,-0.081866555,5.496713,6.2735987,-1.0991426,-1.7345042,-3.574319,2.8001733,2.0799472,0.38762024,0.29303208,4.4155035,3.5038266,5.6017814,-3.9088984,1.079374,0.71126217,1.6459078,1.9067698,-4.18318,5.396542,0.43412742,1.4126977,-1.9938214,4.2837076,1.3639387,-1.3899837,1.2567108,-3.9870899,0.7810075,3.3931077,3.2238474,1.6005564,2.2510545,-0.49955824,-0.62478566,-1.7320333,-0.8921337,-0.7463574,0.69185805
21006,14.67146,0.2509325,-1.6737102,-0.9482936,0.0014289411,8.2838955,-1.8332202,3.413674,0.5205159,-0.60666925,-3.9401376,1.2748977,0.5104188,-1.4124608,-0.945437,0.60621655,-3.400191,-0.93179685,-1.010379,0.49961597,-0.10135108,-1.0026726,-1.7917441,0.98051715,-0.8216492,1.4883544,0.20598154,-0.30833888,0.43140146,-0.898763,0.05518405,0.14042993,-2.0486453,-0.18806757,-1.1032705,-1.5606323,1.7181942,0.5419825,-0.5202515,0.56519145,-1.0348558,1.326879,2.0500145,-0.105103336,0.7483377,0.21262097,1.0094296,-0.8872466,0.7370583,0.44463676
21101,-7.7642236,0.8048345,-10.123573,-0.47583926,-4.8837037,-4.5180354,-0.27800652,-5.1518145,-5.9504495,-4.0603437,1.1457732,4.5788407,2.7964506,-4.917891,-4.3870792,0.6042607,0.8700993,-1.0351868,-1.7167083,1.1381812,2.4141726,2.0395486,-0.9415656,-2.6007574,-4.426616,-1.7089045,-4.6395326,2.044046,-1.1518462,-2.9228358,0.8035325,0.49640512,-1.380775,1.0533978,3.100076,-1.6319692,-1.3371011,0.91729116,1.597027,2.3110533,1.1127396,2.5670836,-2.1819255,2.1162052,2.8634202,1.9383886,-0.89117557,0.47506526,1.3805704,-1.3984114
21222,13.392119,1.7522238,-6.189907,-0.005277831,2.1332893,-1.7995071,-1.2420772,1.5787827,-1.2282948,-1.7681202,-0.61534756,1.4148262,0.4105466,2.426038,-0.84606886,-2.2515144,2.4013119,-0.712882,1.3412969,-2.5659373,0.69513106,-0.3667913,1.7222013,-0.34961817,-0.15486267,2.2135608,3.8381956,2.2816496,-3.859081,3.180471,0.05193538,-3.7690217,1.0309283,1.1009008,0.94192696,1.5205467,-1.887494,0.14554179,-1.2261685,-1.3389875,3.9288301,3.8415878,2.370577,0.6366829,1.1308048,-0.7516,2.102158,-0.19466843,-1.8059307,-1.2971028
21178,13.994962,1.2892058,-3.2614498,-1.0246434,2.7383811,0.5061606,-0.50745595,0.71563685,2.5153947,2.7154846,-0.54183215,1.2031245,0.7106904,0.041179664,0.38863045,2.346744,0.48335913,-0.46837536,-0.16159688,-0.34799212,0.57197756,-1.5993506,2.3789194,-0.18747073,0.57551676,1.0615505,0.066664934,-2.8335602,0.9444936,-1.8609301,-1.3512118,0.11047159,-0.1291001,-1.843963,0.37590626,-1.2751822,-1.1762269,-1.0516464,-0.8756448,1.1710879,1.2892553,0.88047636,1.2417027,0.10052121,-0.55821776,-0.14697944,-1.5364002,0.055702,0.6223137,-0.5292138
21008,13.088968,3.1343217,-3.9862208,-0.6634164,3.115154,-1.5892289,-0.009488693,2.392174,2.2966352,1.9499036,-0.54343545,2.883872,0.61296254,-0.7655391,-2.4970937,-2.177141,-1.235277,0.51265174,-0.95154333,0.5343019,-3.439872,5.3273554,0.5511305,-0.47226194,-1.398968,-1.5725496,1.6536652,3.656396,-0.9422633,3.5299459,1.7121568,0.21503645,1.704113,1.0620664,0.75657,0.67556715,0.14754796,0.57498586,-0.9054695,-1.4960554,2.9907079,1.4426258,2.5397797,3.0068765,1.4674084,-2.9715445,0.91125643,-1.9044892,-0.5967627,-1.3092778
21189,-8.666392,1.3170536,-10.382958,-4.596114,-4.19566,-5.156809,-2.9461958,1.6751922,-3.3922236,2.3970213,0.19305508,-6.257086,-5.259658,-2.0761883,-2.4961805,2.411214,-0.53614753,-1.8771489,3.5865965,-1.5736387,-2.575362,1.8361497,-3.4167933,-1.9277254,-0.9076391,-1.9263073,1.1601306,-1.1936843,0.7190537,1.8880341,0.91790766,0.34172627,-1.4355643,-0.87701917,5.3892484,-2.5501115,0.2570534,-0.75414133,1.8399781,3.01294,-3.02233,-0.12702358,0.40975255,-0.4259769,-2.152444,-1.6510166,-1.5211185,2.0926597,-0.44685188,1.1736013
13662,14.023727,0.057063818,-8.825627,0.37361667,2.3402624,-3.314119,-0.75144464,-0.86676425,-2.8213487,-3.293239,-2.2061267,-0.78685766,-0.023543434,-3.3174384,-0.8039067,1.9161566,-2.5207522,-0.51871765,-1.3306047,-0.9545491,2.5475001,-2.2843058,-0.8028977,-0.2921834,-1.1019622,-0.26699373,-0.91811085,1.847523,1.8775558,-0.57479954,1.401318,-0.07364345,0.56883895,0.7495235,-0.37624604,0.64638084,1.3322409,1.9265281,1.632724,-1.29252,-2.034062,-0.12782048,-0.857826,-0.5378405,0.6054834,1.7460558,0.7091533,-0.531298,-2.534751,1.6733383
13383,-1.4815493,-3.9065979,4.9952726,-1.1981689,1.1620204,0.049996678,4.0125318,1.6196656,3.391676,0.4224436,2.4067686,1.7054064,2.7794852,1.4039787,-1.7966295,-1.524421,-3.8223863,2.4219527,5.6305304,1.878705,2.0975835,2.7280233,-4.141588,-3.436734,1.4061238,-4.502062,1.0272995,0.9764665,-1.4621922,-0.2823551,-2.8024802,2.1441221,5.1328425,-4.5431104,0.6368049,-0.36008313,-1.1965623,3.989275,-0.11805159,-1.4023247,-3.5243695,-0.4799597,-0.14937556,2.917394,2.0990293,2.0237486,3.8341944,0.5863505,-2.1550453,-2.3329947
13434,-5.591857,3.4714174,2.4189575,3.8572304,-1.3585258,3.36008,-2.8276124,0.49070045,-1.6069112,-3.172261,1.719086,4.7181473,-1.5609862,2.677166,2.6307058,6.890146,6.798989,2.0210338,1.2017425,5.8517137,0.24705717,0.73280084,-3.3503563,-3.899059,0.535767,0.23435526,-4.7126083,2.3264332,-5.784538,1.4591733,-0.047488008,-4.6188197,-2.1373599,1.9518297,1.6810559,0.43987325,-3.046653,1.3461018,2.259151,-2.2745988,-0.16149735,-0.3406075,-3.5703974,2.3112946,0.7661201,2.2306302,-0.18599543,-3.510386,1.855968,-2.6370683
13367,-5.729507,-1.919051,-5.7632985,2.9393504,4.1522236,-0.92424864,10.614674,3.4498403,-2.3364806,7.71296,-0.77602535,2.825429,-3.734704,-3.808206,4.862978,-4.8826027,-1.4838778,2.0203397,0.7838505,1.0919772,4.4712405,2.2449696,3.068086,-0.7999458,0.22467561,-1.8870143,-1.3244826,3.4692485,-0.35519272,2.3661044,3.3589842,4.3661647,-0.054850843,-1.282072,3.0432975,-0.47335958,3.241163,-1.6895347,-2.1441886,-3.8337681,-1.8744357,-2.114403,-0.31447008,-0.95857626,-2.7192552,-1.0600805,-4.847035,0.07910054,2.815427,-0.46156785
13451,-6.5546823,1.2541366,4.066954,0.35174033,2.486674,1.9098978,-1.8582642,1.1445765,-2.9970686,2.402737,7.92663,4.747938,3.3092637,-3.5446188,-1.9351968,-5.491908,5.149996,-2.0856206,-3.356033,6.2674346,0.920359,0.5072919,-2.3439538,1.5000767,0.9596673,2.6887538,-3.9755898,0.120348416,-1.0148783,-3.0929272,0.82073987,2.5583906,0.9316313,1.7218089,1.645478,-0.90013945,1.4302582,0.19457164,0.63786376,-1.6257726,0.45639327,0.82329214,-0.3780082,-0.45179322,1.5756721,4.76582,4.1501074,2.4061704,-1.3205923,1.3063343
13417,-4.751747,-6.8276114,-1.9198225,0.3649378,9.790641,2.555962,2.4259112,4.7332196,2.0224633,-5.091727,-0.38588768,-5.430226,2.0497484,2.562981,-0.8881242,-4.2915573,0.055746086,-2.1610487,2.7005877,-1.2741475,1.8399616,-1.04849,-0.87064856,1.0375121,-0.97471166,1.6243753,-6.1567707,0.7078516,0.31649923,1.3016748,-3.5194712,-2.0846639,0.5461908,0.77283746,-3.7470992,-0.5284716,-1.0369878,-0.22260965,-3.278995,0.0031421904,-1.8764021,1.0545589,-0.9055869,1.585747,-0.8688945,0.19838527,0.19346106,-2.0589457,-1.9685752,0.20960256
13722,-6.6669765,-1.6987486,2.1509683,-0.2537198,7.5989084,5.7404137,1.1746801,2.8247375,1.3034952,-2.161766,-0.40829512,1.6392025,-0.6554409,-3.619476,0.64674574,-4.2103324,0.21936601,-0.52162033,1.7920723,-2.0909445,-3.8850236,-6.344985,-4.4843273,3.421656,-1.035612,-2.1636348,2.872985,3.7900822,1.783752,0.33432156,0.8803566,1.720135,-1.3046614,-0.857916,2.373255,4.0435057,-3.3745034,-1.7738085,4.3879857,1.4581529,0.8776462,0.56239086,0.32818273,-2.0470798,-0.023863936,-3.7928884,-4.322644,0.30993414,1.0913699,-2.2414544
13075,11.2564,7.2257614,-8.778304,-0.31918243,-3.361772,-1.0223942,0.91224694,2.167351,-2.3780797,1.4813198,5.4582105,0.7363288,-1.4133072,-0.32388887,-0.6730501,1.1455419,-0.56650007,-0.01563218,0.27018028,1.3795915,-0.73124766,1.4543487,-0.65256184,0.7984132,-3.0060942,-0.1884281,1.697525,-0.7711826,-0.00832362,0.76280075,0.20856813,2.2507544,2.0808713,-0.6984746,0.8426763,-2.3189023,-1.3783067,2.704675,-1.8937695,0.74742967,0.5965507,-4.959036,-3.7223842,-1.3825212,1.449039,-0.15153208,2.6662703,1.2343758,-1.2814094,1.3143803
13256,-4.4373765,-3.9643474,-0.44299245,-1.4782947,-2.0038016,6.4008307,-1.7204379,-2.2928522,4.6411257,6.6478505,-1.4976912,-0.5264991,3.7876656,4.0372725,1.916048,4.124632,-2.763291,-0.51232636,-1.070585,-3.2475827,2.049437,2.8735356,-1.9010607,2.1632545,4.3850913,2.912799,-5.157319,0.540488,3.7614188,0.069224976,-0.52874,0.36295533,-0.88014126,0.6667612,-0.67417586,-1.196918,1.5703436,-1.417681,1.5397639,-3.1344888,3.7993958,0.41671327,-0.41915792,1.0073761,1.3985091,-1.9456934,0.11408853,1.8223823,-0.3677659,-3.8184545
13893,13.544712,2.5416718,-1.6187958,-0.37581632,4.5222764,2.397067,-0.9904199,-0.5788027,-0.33645147,0.6686777,2.4727566,0.87906355,-1.1585623,2.3414533,-0.29691172,-4.829043,0.54762495,0.4681643,-0.5357135,0.022053795,-1.8719234,2.4980175,-1.6346488,0.72623724,-0.6043757,0.37244567,1.0660932,0.18591279,-1.706167,0.84404504,-0.11860534,0.39084113,-1.5208724,-0.66756773,0.054786135,-1.2064633,-0.8757124,-1.9309654,-1.7785246,0.29602575,1.4661971,-0.8665931,-0.21378337,0.54448617,0.68401235,-0.30523685,0.72947097,0.1355788,-1.3383856,0.64312655
13737,13.743161,1.9453789,4.4467316,-3.9183822,4.049163,-1.8096805,0.089615986,1.7763122,2.7306485,5.612543,3.877305,2.3981423,-0.24858397,-4.671515,-1.2109944,-0.012776403,-0.4548685,3.9220138,2.2719245,-0.2545286,0.021713583,3.576252,-0.5039472,1.3728124,0.058216676,-1.5276289,-1.913705,-0.07600817,-2.9986188,1.8515503,0.2524862,1.9993622,-0.3314809,1.4546902,-0.25305054,-1.4609936,2.2896962,3.750178,-1.07658,-0.2818924,-1.6497698,0.20978057,-1.3178607,-0.13492155,0.8958758,0.91683245,0.9292366,-0.20286098,1.4088507,1.1900095
13915,0.21043307,-0.39192826,-0.7794352,2.9335198,5.6472898,2.809719,1.253475,2.3867292,-0.13695614,-0.9408515,1.2753906,4.644179,4.666814,2.8617396,-5.289374,0.58245564,-0.4056589,1.6140356,2.6621516,2.0874765,2.3044512,6.0402727,-1.0597695,-2.1570864,-2.4257524,-2.857421,1.183884,3.3570309,-2.3408284,-0.5244356,0.5630811,-0.15479334,-1.1799247,4.14632,2.946405,-1.3650054,0.59598786,-0.11278671,-0.9999366,1.1292653,2.9577544,0.6790949,-1.3338387,1.3524166,1.2129588,-2.8251882,0.8344606,-2.2825696,-0.43146947,-0.37909558
13553,-10.359955,19.46789,1.5447754,3.96972,-0.24293056,-1.1671103,-7.3719735,-4.240809,-0.44132167,3.3533525,-3.8275769,1.8316962,2.9212554,-2.9784153,-0.5205471,-1.4969049,-0.33576778,1.8753465,-0.65250635,-1.2570632,0.2719719,0.52439135,0.39222944,0.70038235,3.4938903,2.8414786,-0.49316606,-0.03428344,1.8328847,3.1174033,-0.05742385,0.9613309,-1.860924,-0.53723645,1.5433834,-0.29431698,-0.2747119,0.26449203,-0.009709026,1.1656996,-0.7326653,1.8141291,-0.2828648,-2.3258495,-2.9086618,-0.9759768,1.6257927,-0.72723275,-0.24589215,-2.4066029
13484,-0.54416007,-3.4912884,4.141866,-1.8466046,8.968833,-1.0423104,1.8799973,5.854404,2.0558894,-0.8251968,3.8847256,-6.154669,-0.703437,0.7954131,0.04006472,-2.2620583,-3.0543458,2.2516396,-2.3213177,0.7106954,0.33897796,-0.98545754,-0.57107776,-1.4153991,-2.4693015,3.965293,-1.427747,1.3186463,1.9842627,4.7094216,-7.9732246,2.713516,-0.75050664,-2.571592,-3.92281,-0.41485325,-0.3578128,0.48204234,2.9501047,-3.3386583,2.0166194,0.9637391,1.5303063,0.40184367,0.6830058,3.1625285,3.126006,3.5067592,-1.0989696,2.7652144
13614,13.143684,5.348822,-4.916675,-0.4913879,-1.8738874,-0.8739608,1.1576256,2.479434,4.8168106,3.7391586,-0.51339394,2.8292668,2.6495886,3.4571533,1.3974888,5.1496515,6.1317163,-1.0082484,0.31992474,-5.0512342,2.558363,-1.044252,-1.8068335,0.0253112,-0.18856081,0.41504487,-2.269929,-1.076226,2.084853,-3.3762815,0.41702503,3.453471,-4.8605785,-0.5293887,-1.0633321,0.04182494,4.6698737,-2.0367827,-1.5858915,-2.2280614,-0.71660537,-1.4462742,-0.07427058,0.97667235,0.39237356,-2.3024778,-0.96724737,-1.791292,-0.64858645,-0.97382224
13625,-6.8750553,1.0153009,0.5107435,-2.1524253,2.546532,-1.4371024,3.9383528,7.109583,5.458925,1.732583,5.5786524,-2.583392,5.2104616,-1.7843317,1.4878551,-0.34454426,3.174357,2.3933687,1.547543,3.3707914,-0.82341784,-2.77729,-3.3215487,4.6489277,-1.7123011,-2.6823866,-1.1572227,0.55968076,2.7877054,0.4259924,1.5573604,0.32070467,2.593306,-1.1497489,-3.283214,2.5126047,-1.7462001,-2.5082383,0.52604884,-1.6879079,-2.6835318,-4.122459,-2.411737,3.3097816,2.2756364,-0.20261844,2.5388348,1.2794281,-4.5723934,-0.70591974
13798,-2.7925036,-0.06437017,3.2579753,-0.57491606,5.5113273,3.0982354,2.4319816,7.1923056,-0.63946,2.3606093,4.390961,-4.026801,3.6735227,-3.3376148,0.027355887,1.9532539,-0.35366064,3.5104735,-0.38908488,-0.32409316,1.2857409,-0.9842746,0.55191976,5.0376067,-4.4980273,1.183107,-1.3868991,1.1077712,-1.3173906,-3.139534,0.70190126,-0.53749645,-1.2690167,0.7859647,-5.8282537,-0.5547747,-1.5580289,-5.5445895,5.198525,1.023268,-3.6122775,-0.51296717,-3.5119655,0.1699216,-1.6649166,-3.1695638,3.7059257,2.3503366,-5.2963123,-2.4153392
13235,-3.7331777,-2.639225,-0.7549245,-1.6178793,7.975158,-1.4862201,3.2197454,5.5927396,4.2594967,-2.3538642,0.108230405,2.0288806,-4.7226925,2.1579905,-4.2269106,5.951217,3.4672196,-1.7783077,-1.9809309,-4.0902557,0.9961114,-2.9737546,-3.3210137,-4.8734546,1.2417945,2.9434128,-1.7647789,-0.9059052,0.0962827,-3.296236,1.9349349,1.567007,-1.1025457,-2.6676433,3.4833276,1.5515488,2.7861645,-1.3734154,-0.71766245,2.6254497,4.3248405,3.239933,-0.09084671,2.3245022,0.9102416,-4.7645864,0.33133784,-2.3280568,-2.772555,-0.6282291
13059,-5.2756963,3.2974522,2.719444,5.0277467,2.5277615,3.1374118,5.9325485,7.117598,-10.108879,-0.9878374,-2.8438048,0.802406,0.25020865,1.8079572,3.087501,0.039984137,5.0371323,-0.22847442,3.1666725,-4.1208663,-2.1121576,6.3275967,-0.89644533,2.9103227,-0.006969313,-1.4053091,4.9384584,4.198245,-2.845784,-1.6088848,0.13060959,-1.5845566,3.4991744,0.28027442,-1.4124248,0.7149241,-2.5052319,-3.2207744,-1.2072103,-3.015841,2.5638375,-1.3984607,4.259121,-0.42547095,-2.3417847,2.3102794,1.3004658,-2.3439527,1.0352371,-1.071512
13934,-10.524322,19.311314,1.6947254,2.958031,0.7646026,-0.7556605,-4.082755,-4.986349,-2.608072,4.251892,-5.6388574,2.2026715,3.4207492,-1.4660008,-1.3587135,-1.724438,0.9084888,7.1361365,-2.7580922,-1.4625103,-2.18765,-3.2400656,0.90565693,-1.2006,0.81187737,1.255474,-0.56399393,0.7141137,-0.12434445,0.6077458,-1.3856305,0.13060205,-2.1889365,-0.37055212,2.0768657,-0.25835922,-0.4034338,1.0008965,1.6298426,1.1273273,0.9077518,-0.001953997,-1.3004111,-0.60135764,-0.8531053,0.61794,-0.82104194,-1.5920401,-0.071008496,-1.1104107
13782,-11.31562,18.8646,2.0077653,2.2667916,2.1829102,-0.9285176,-0.066454045,-0.9629725,4.581682,-1.2532578,-3.2492554,-1.2442912,-4.4590597,-3.12439,-2.7311363,-2.1217582,1.9628452,-0.35607478,-3.1630545,-0.9884509,3.6921282,1.206317,1.8130935,1.6692685,-0.81919384,1.34057,-0.84609944,0.67130363,0.36063552,0.07053221,-4.221163,-0.6277634,2.0278919,-0.5059033,-3.839421,-0.56381106,0.22802684,-2.605102,-1.1085173,-0.9331108,-1.266806,0.10273202,1.7950656,0.3213483,1.8187047,-0.22008623,0.14262351,-0.06781918,0.3967117,0.3593561
13767,-11.413496,1.7434753,-9.053663,-2.926048,-3.938948,-4.58465,-0.4361462,-5.0408683,-6.3326993,-0.3458639,-0.8529288,0.6998244,0.79769474,-5.701121,-4.8624525,-1.0462744,1.0819435,-3.504911,0.59706664,-1.2802402,0.5670979,0.945821,-1.4267663,0.14875612,-1.4121448,1.1257857,-5.062375,2.9635532,1.1443874,-1.302026,0.74464875,0.975847,2.4449468,-1.8294839,-0.03014696,-0.9046751,-0.04505264,0.09261426,-1.8204268,-2.7615607,0.15393303,-0.13397762,1.8116939,1.3912157,0.044013325,1.3257387,0.84386265,0.5829755,0.016213462,0.62213695
13163,-6.9003906,0.16709448,3.2288084,1.6848038,7.767427,5.1179385,-6.1623054,-1.2218872,-2.7722683,-5.0845823,7.993771,10.298166,2.5110648,-1.0722277,3.615922,-5.6295395,-2.192665,1.7512705,0.0018610004,-5.024144,-4.498818,1.1796751,-6.2027225,-3.8245478,-3.79166,-3.2787406,1.6618291,2.432333,-0.71513397,2.0460806,2.7490518,2.3086326,0.53013265,-2.2336116,0.83310556,1.4596022,-1.012987,1.3417592,-1.7185857,2.1260958,2.723694,2.123462,0.31178826,-0.10072489,-0.2614185,-1.364473,-2.824318,-1.3448218,-1.8503177,1.2775079
13211,11.085636,8.317307,-2.7515912,-2.1261683,-1.3774576,-3.8516674,1.3327543,2.3211968,1.1574901,6.2485833,9.2726345,2.6304429,-1.1734043,2.6774354,1.2485363,-2.3862855,2.6331935,0.85145944,2.013925,1.6897209,3.1302583,-3.0830464,1.3021891,-1.2188036,-1.1993185,1.1864586,2.9868152,2.7012632,0.9222616,-0.1447922,1.1946095,-1.2490278,1.1932322,0.035976313,-0.16737401,3.9173794,0.72654825,-0.9793505,1.8227648,-1.3403591,-0.677998,-2.0995252,-2.3005526,-0.034943372,-0.83137137,-0.08842693,-2.4098115,0.86050117,-2.6225638,-1.2959442
13925,-5.4678726,2.4842913,2.6603222,0.8162994,-1.8814223,4.7681007,2.0096076,3.2925115,0.0739722,-4.322723,1.898683,-0.16696325,6.979561,0.5793953,2.31792,2.512688,2.1936393,5.0022054,1.948656,1.5920976,1.631491,-0.21584593,0.14683956,2.45257,-3.9447834,-2.503445,-1.5539068,0.91512704,0.8252077,0.26147863,-1.1765324,-1.3124981,1.4588072,-3.4624624,1.5993184,6.665884,-3.4219882,-0.31430694,-2.1088378,3.0841608,0.42610547,-5.0617976,-0.87086254,0.7132099,0.09007775,-0.19797407,1.9756571,-2.974693,-2.4142976,-1.1141498
13109,-1.3178945,0.63607645,-2.4392393,5.3793287,0.82862306,-3.087131,3.2653074,-0.052422684,4.358253,6.246436,1.7180899,5.6975513,9.769854,6.9994674,-1.1823901,5.035673,5.797429,0.1031633,2.1332872,-4.3557024,4.392301,-0.60919404,-3.898213,1.0704548,0.3670778,-1.2162596,-0.86244935,-1.6692398,3.7167704,-1.3268908,-0.6280134,2.0172794,-2.8953898,3.7633834,-0.351051,-0.7845663,2.6326144,-1.6224992,-1.1662376,-1.6568606,1.7498943,-0.90957135,1.3225272,-1.2700105,0.24523747,-2.8672564,-0.95645493,1.9465606,-1.7513496,-1.537529
13828,-5.915281,-5.671448,2.8064969,-0.96400654,7.719005,6.164811,-1.960396,3.5940537,2.352218,-3.5483775,3.7478912,2.5597117,2.5544038,0.47406784,-1.8041447,0.53033525,-2.8419487,-1.917824,3.113647,-2.2670953,-0.31371006,-0.40540066,5.434426,-1.7315011,-5.3725443,2.8357763,-4.0156245,-2.7348955,4.4520826,0.2557361,0.11051196,-2.8790917,1.0939171,3.0931976,-5.1910086,1.8317658,-1.9002056,-0.29649583,-1.0958099,1.6902034,-3.412957,-2.6244662,-3.1695154,-0.5281597,-1.2256734,2.9249153,-1.3514218,1.497608,0.7843028,1.7086787
13842,12.1730175,4.62206,0.15772508,-1.582211,7.7436533,-0.43641266,-1.4610306,0.40607944,-2.1575136,3.5042796,8.119433,1.2605779,-2.2483084,-0.8102028,-0.07533841,-1.1293765,1.0993509,2.073329,1.5493957,0.98237324,0.67516154,0.7692722,1.4518247,-0.8158257,-0.9624899,1.2932059,1.4629403,0.18885548,-0.66377586,-0.14181544,0.7427482,-1.79234,-1.8262686,0.97167593,-0.7384092,-1.8830186,0.5695791,1.9854792,0.2824081,-0.47824726,-0.6945586,0.9563056,0.34312513,-1.5030265,2.2199059,3.1140006,3.4994006,0.7108036,-3.1441946,1.4957922
