,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
16342,14.9796715,-0.6123779,-0.69701934,-2.9315648,-3.256205,-6.4981093,0.6386368,-1.0301768,-2.8913834,-4.16157,-2.783776,-0.35875678,-0.43847513,-2.686261,-1.8031569,-2.5900319,-2.61832,0.01670249,-0.6284328,-2.1498961,1.6026706,-0.37428814,-1.4838723,-0.6085809,-0.4966971,-0.36439303,-0.24406087,0.94039977,1.5618523,-0.33080718,1.4973085,1.4939474,0.11846963,-0.25325295,0.30145022,0.36902666,0.6294914,-0.41166347,0.027433868,-0.27226576,-0.32490876,0.09088443,0.9178049,0.13411094,0.4563781,-0.15728071,0.20338695,0.045775674,0.16173473,-0.47530502
15859,-3.69632,-4.137177,2.1347854,1.8401979,-2.912427,-0.25854144,13.8480835,-5.0041304,-3.2886453,2.3108504,-4.763389,-2.2941194,1.0309234,-0.76980776,5.0541425,-3.9368305,1.0771155,-1.9791355,2.0843966,1.2600845,-3.1554375,1.9358461,6.988273,0.78847265,-1.4201653,-1.2285271,-0.99470645,1.7720366,2.0008135,0.05555682,-1.1438783,0.8502441,1.3921092,-6.0688353,0.7953692,-0.09179932,0.4409531,-1.3471805,1.0156555,-3.1655908,1.2762418,1.9500985,-1.2341623,-2.8383985,-0.13007307,1.9459959,0.23792732,2.7328284,-2.1311793,0.53510606
16566,-2.177488,-4.799158,-3.028734,0.6679373,5.7990427,-2.2978127,-0.00948172,-3.3984816,-3.038545,-5.4387636,4.860413,-4.4678273,4.3364725,-5.6551695,0.9674655,4.4134774,-3.0528398,-3.1244645,1.3833467,-3.5084045,-1.4154168,-0.594082,6.717626,-1.047055,0.80425966,-2.604668,1.4221207,2.4980643,0.8081169,-3.7546606,-6.295341,2.4416695,1.0812895,-1.5574282,1.8321018,0.89954174,-1.0300884,-1.1535395,0.70082927,-1.7440594,-0.2753294,-1.5295514,2.1475706,-1.5953618,-0.74827725,-2.0284965,-2.074238,-1.7667483,0.10433392,1.6898079
15830,-3.7516205,-2.4215822,-4.114413,2.473381,-3.0727408,-0.7607625,-0.29556102,-3.478653,-1.4885122,-4.8463435,-4.8699937,4.4530907,-3.7370474,1.5621438,1.2614188,3.9863863,-0.9359661,6.540035,-4.5291777,0.06919213,-2.430388,-0.10754748,-3.9961977,-0.69824135,-0.6880595,4.5552373,6.7540855,0.63355106,-2.7354863,0.99178267,-0.0017698492,1.5594208,-2.8611312,-1.8512948,-0.4887047,1.3688017,1.6998073,0.6073499,-1.9344573,1.4911894,0.10743199,1.2367246,2.1390328,0.5543642,-2.7901127,1.6911412,-0.29495615,5.291368,-0.4295102,2.304592
16311,10.531178,10.221556,-5.6843057,0.05762615,-2.4974961,-2.6280425,0.68423945,0.70766866,-3.784211,-0.5926194,3.991785,0.6684376,-1.2627754,3.4592998,0.23140627,1.6309863,-0.21813163,-3.3189394,-2.7610059,1.6486773,-3.684854,1.9271942,0.9316599,0.5827166,-1.1957265,1.6847878,3.0538187,-1.916842,-3.4559407,1.6182696,-1.0118746,-2.177887,-1.4824636,-0.75152,-1.6053044,-2.8936064,-1.5999013,0.41313982,1.3700713,-0.17800325,-1.7982184,-4.884768,-1.6328052,0.62475497,-0.13845809,-0.8612354,-1.533103,1.7709162,-0.8003077,-0.6302277
16140,-5.6686907,-6.720774,-2.5962217,-2.901575,5.259757,-2.4024007,2.6596751,-4.0464606,4.088677,1.658366,-2.1241639,4.4788733,-4.893407,-1.5815823,-0.13331768,0.566465,1.3270073,5.7776003,-0.70183414,2.8679383,-3.786949,-2.533971,2.1438715,4.5732913,0.98632807,-1.2451048,2.209349,2.6827784,0.31049213,-1.3987614,-1.498213,1.5314696,-3.2274063,1.4539346,-2.9607666,-3.5503595,3.7510095,0.03796719,0.19709496,-0.41139004,-0.87734425,-2.334109,-0.86518955,2.4466116,0.72966576,-1.8804961,0.028027061,0.7913643,0.33431888,0.5919108
15761,-8.044503,-2.7682753,-0.79704946,-4.3216457,1.176512,1.3459014,-3.2995818,-2.0240614,4.399735,-0.4544164,2.1814938,1.6912862,4.695827,-1.2627428,5.208045,-1.5471002,0.36635283,-2.9256568,5.692997,2.468064,-1.4155283,2.0443137,0.21009105,-0.40027067,-1.0490298,-2.2774427,4.512522,-1.7428195,3.5920994,-5.1811748,-1.7447773,-0.046423383,-1.1125319,-1.2547063,-2.116278,-4.9321566,0.034413632,3.7409463,-2.3937345,-0.45835507,0.15915865,-0.6693991,-0.15922034,0.5079209,2.3403163,3.6061368,4.2631645,0.96411014,-2.445498,-2.7011993
16356,-1.0880129,-5.2724457,0.58834594,1.5291181,4.712218,-1.9193392,-2.9524407,-0.3846501,3.1640868,-5.503299,-3.7353654,-1.2551714,1.533933,1.4339975,2.5563118,-2.4633133,3.1079044,-0.5930135,-1.4114116,8.749814,0.7447257,3.465205,0.26560426,-5.6625123,1.5746732,1.9176859,-2.9299393,0.14854631,-1.7022529,-1.8730266,-1.9776644,0.01452291,1.1632082,-0.6851417,-0.8623021,-2.5791204,0.3831437,1.3864739,2.618295,-4.1824856,0.30657655,1.265627,-0.69964063,-1.0370233,-1.428295,0.39046013,1.3406676,0.623781,1.2841266,3.6592135
15994,15.636265,-1.7094417,0.8209388,-1.8156662,2.6318517,-3.6715548,-0.68701977,-1.6226916,-0.17191371,-2.3125196,-3.834025,-0.23850748,0.05741164,-0.3835156,0.14263748,-2.5740187,-1.7954372,-0.4775632,-0.4272434,1.3291416,0.40677115,-1.6843289,-1.0538589,0.80668795,0.5395048,0.37909317,-1.0586326,0.9369384,0.11452084,-0.08303013,-0.29996648,-0.7268702,-0.13917725,0.51229227,-0.22275521,-0.57165325,0.2203281,2.0144703,0.33577657,-1.9798928,-1.7185386,3.3419871,-1.4100106,0.2331968,-0.68250406,1.3127178,-0.24995774,-0.28961158,0.405664,2.4342537
16108,-8.83883,20.296053,2.2944312,4.1156044,3.5144217,-0.25007805,4.4859962,-0.5256187,5.0678496,-4.4864388,0.10981394,-1.1098081,4.0793304,-4.3823566,-3.3692894,-2.2049036,0.21763217,0.7948075,-0.07618565,-2.3669422,-2.8771727,-4.8001895,0.055795826,1.6794286,3.0942514,-1.2922592,2.450064,-3.4490716,1.8302721,1.5076114,2.406423,-0.8538777,-1.2904913,-0.8578304,-1.8274255,0.923061,-0.36565432,0.38924643,-1.3724536,1.4775429,-0.35070464,1.0470737,-1.3076334,1.6150972,2.414048,-0.60023373,-0.11147827,-1.1303842,0.30170038,0.46137267
16398,-6.3454094,-3.6018732,9.958572,-5.5854034,-3.2011125,2.517212,0.16550659,-4.0308013,4.025005,-1.9444449,1.4532492,-4.5336876,-2.490535,5.7383966,-0.08078709,-0.87885517,-2.9657369,-0.46600452,0.66253084,1.6927792,-0.17138496,3.0425844,3.0620103,3.3656194,1.8864896,2.4748976,-3.1307755,-1.477903,2.486598,2.8712375,2.5590518,-0.6566439,0.72421634,-2.6620686,-3.904257,0.22140396,-0.13259314,-2.396362,0.60611105,-3.3227544,2.6637216,1.8434436,1.4156132,-1.0728337,-2.535755,3.8291564,2.3141756,0.685179,-0.009542142,-0.47755313
15677,-6.7910285,-4.273601,-8.575106,0.95875525,1.9498734,-0.5499759,7.148553,1.2539322,-2.6795275,-1.5442575,1.5309147,-2.9060338,1.6605896,-1.8753295,-0.7710009,-3.8316927,-0.8411455,-3.0810103,5.2948933,-0.54900366,-0.016396746,-0.41962847,-1.3489872,-0.5901872,2.8231866,0.1661207,2.1711216,-2.7025056,1.5757976,-5.46795,0.048686564,0.6883495,1.7212404,0.31014192,-2.2158847,-1.0164891,-2.2960973,-0.012397633,-1.9820142,-3.4026434,-0.62838763,-4.631298,0.7068143,-0.25684568,-0.10521923,0.92162514,0.36554983,-3.4986134,0.14684305,-2.102125
15889,-6.5603046,-4.4110003,-4.814782,-1.0038207,0.4148291,-1.123518,3.6486356,-4.2802234,-2.0113764,-1.2665036,-6.571387,1.2440969,-5.225731,2.900309,2.815272,4.211805,-0.12601039,-6.2464314,1.5304835,-0.54973376,-0.7842266,4.122669,1.3223908,-3.2856073,0.3952932,3.0544114,-0.6009187,4.9653745,3.8930745,0.27981448,1.0759702,-0.37171644,0.2805152,1.6027919,2.0238369,-2.3599164,2.202245,-0.7454006,-2.9091265,2.797905,-0.21257114,-2.3115542,-1.5899976,-0.7265486,1.5782399,0.5582186,0.46486863,-1.2775526,-1.1187342,-1.0407848
16370,-8.690717,4.4867997,2.6349566,-3.3856773,1.3097123,1.559253,5.682334,-6.5427504,0.5764967,-1.2610333,5.8400574,-9.042946,-2.076761,1.2777014,-0.74719006,2.3735044,0.4512147,-6.0760083,0.28960013,2.494883,-4.032995,0.9045478,-2.4162726,-1.2682714,5.2413325,0.70525235,2.4536505,0.22743441,-1.9968469,-4.0381484,3.680034,-4.4078536,-0.92259777,0.68593925,-5.737184,-1.1267846,0.17536093,-0.6910339,0.04005683,-1.6638131,1.4730585,-2.5311155,1.7332647,-1.1395526,1.7752618,0.52400166,-0.26379862,1.199355,0.25657687,-1.6021546
16214,-7.7663045,-4.431348,-6.8541226,-0.10294847,1.1689454,-1.155474,4.6403046,-2.9034562,-3.5469663,-3.630409,-5.4652386,-1.271575,-8.411753,2.9408808,3.199183,-0.799179,-0.2557316,-4.6973214,-4.0603476,0.30640563,-0.33512318,1.4791846,1.6202712,-1.74323,-0.3851865,-1.3642174,2.491612,0.5997856,-2.119501,0.8530852,1.5629767,-0.6843226,0.28970015,0.010916922,-2.6003802,-0.3579783,1.3427355,-0.4002888,2.0606587,1.7959331,0.39342308,1.3090886,-2.3839476,-0.9547296,-1.068424,-3.5790653,1.6142149,-2.362275,0.06995515,-4.4449525
15785,-5.739015,-5.696176,6.217181,-6.2679315,-2.1213064,-2.6680293,0.10061444,-3.4981017,4.1046166,1.9432918,2.0637512,2.623041,-2.113047,2.2021482,-3.1616786,-1.4746879,1.3483425,-3.996088,3.975077,3.270211,4.4129286,4.1547093,4.69357,1.535497,3.7751467,0.6823804,0.08099585,-2.7045321,-0.12207945,-3.0381052,-2.214528,-0.48576868,-3.4562397,1.0890317,-0.042780776,1.6407531,1.3773172,2.4070792,-1.4263757,-3.060742,2.4619634,1.8733861,-0.90320134,-1.684465,0.5170145,-0.64501375,1.9849383,-1.0258819,-2.7266135,0.37463754
16662,-0.9443281,-4.171668,-1.7185924,6.3777943,-3.7769136,6.337826,2.812939,1.3376111,1.2105998,0.9486704,-0.50938916,2.9165673,1.7089708,1.2850609,-4.537885,2.30526,-6.307002,-1.227678,-0.12278315,2.263502,-1.3787521,0.16886449,1.4501283,-4.4768972,0.2202519,-0.36091512,2.3997216,-2.1334212,1.3326937,1.1053084,-0.10851694,0.046617735,-1.0423266,-1.4459727,0.4236213,-3.9436119,0.59876776,-2.2323704,-2.1830406,-2.6956217,-1.3481977,0.26403978,0.36429226,0.37056425,1.3174193,-0.41992533,3.192665,1.1275084,0.9789012,0.57456815
16539,1.7797749,-0.9027104,7.08221,16.653076,-4.3489532,2.7835567,-2.1616888,-4.831423,2.83606,3.963926,3.8113117,-4.2490883,-4.787736,-3.9201903,2.6616313,0.81318134,-0.7099067,-1.5578232,-1.912319,0.54269445,0.42423964,-3.2178748,-2.1641195,2.8709035,-2.315568,1.5128586,1.474099,1.8286723,-0.8576598,0.06374212,1.5266467,2.340843,-1.2980717,-1.1613176,-0.5419758,3.6631737,1.3746626,-2.872255,2.9457417,0.40821213,0.032977384,1.8568386,1.6396577,-0.015026123,-0.0028351243,2.6491437,-0.40276378,0.43821284,0.090378575,0.9523073
16677,14.018381,4.1325145,4.360963,-2.63098,-2.2100234,0.3179181,1.5747724,-5.302549,0.23801878,1.2735487,2.7638,-2.347214,-1.6215075,0.52804637,1.701454,-2.7750301,1.395607,0.8935831,0.5222616,2.3095343,-2.491772,2.1975737,0.6802244,-0.09713042,0.54448146,-1.1713227,-1.3571161,-0.9521133,1.3697016,-0.63055444,-0.09140306,-1.2303989,-0.24462299,-0.58174086,0.33682847,1.3676022,-0.93878037,-4.023822,0.006069197,1.5853754,2.4194453,2.8633962,1.7120059,-0.87403786,-0.04473144,2.0915256,-1.4589764,1.1715157,1.4642551,1.6485397
16412,-6.2500386,-6.397194,3.120863,-6.854657,3.0251307,-2.6665695,0.18266395,-5.884746,5.5895553,0.99890786,-2.6726542,1.303274,-2.3891573,-4.505572,-1.7825928,-1.9777393,1.8278079,-6.14878,-1.9696429,2.7814562,-4.036752,1.4155173,1.9214622,1.5116231,3.6513011,0.21179754,2.0061538,2.338124,-1.6710098,3.8207657,1.9157004,-0.55086875,-0.06978648,0.9589025,1.1352342,0.53410643,1.628531,-1.8808835,-0.64700073,-1.6242558,-3.2942898,-3.1838858,1.5269269,1.0897233,-1.7347882,-1.632134,-2.2204833,0.7437034,-0.8117074,-2.216308
16295,-7.5072417,0.66031224,0.6517284,-0.76458347,2.4712706,-0.28763857,-0.22968596,1.5518932,3.1751535,-4.2476435,-0.58480746,0.8410319,-1.1531019,3.0386035,-0.427632,5.5041766,0.15416114,-7.842434,-2.2305045,0.35041085,0.499713,5.7347207,-0.64479727,-0.4056967,2.5160866,1.7456409,-1.3536168,1.0549536,0.53026366,4.4538274,4.9731636,0.60394406,-1.6633443,-2.7933893,-1.6118057,1.4826585,0.7762938,2.4879785,-1.8636332,0.7041105,-0.3040697,0.29202127,2.58706,-2.8038964,0.91145504,0.91373914,-0.8737095,-2.3950086,1.5477197,-0.34671366
16529,-0.8171559,3.216881,6.431246,1.7957975,1.2423818,1.5340574,3.5001569,-3.0048232,-3.759967,-4.102995,5.3339157,-6.378852,-0.92993146,3.885696,4.355241,3.1700683,2.545082,5.7174625,-3.857612,2.043924,-0.16195205,1.2316843,-3.0639892,-3.861758,-4.2181683,2.8720827,-2.2193873,2.6735349,3.3715303,-0.9095523,1.3095398,-1.8679202,4.2349787,3.5258622,0.7351939,2.103803,2.2354634,-0.16276672,-1.2146922,1.831639,1.4230664,-1.1755679,1.1344289,1.5136158,-1.9765823,-1.7168753,-2.0013793,0.69155306,-1.5188094,4.251645
16209,-3.272304,-5.2769465,5.941593,-4.3738203,-6.973988,-7.851449,1.7359787,0.42537403,2.8935535,-7.5862074,-1.4510808,-3.2581599,-2.0421708,1.754295,2.3867118,0.5061848,-4.162764,-1.7407697,0.08859358,-2.0462034,3.269055,0.5793673,2.7367153,1.807925,-3.8549767,1.5041834,1.349578,-0.14949462,1.4917339,1.4694486,2.8023305,0.69359386,-2.859159,1.3240198,-1.0278112,3.702621,-0.06721587,0.7631756,1.3569239,-1.7091331,-0.9707117,-3.6865778,1.0428848,-1.859788,2.6328816,-0.10909934,0.54826874,-2.968103,1.6183604,-0.47108263
16096,-3.6211681,-3.6575575,-4.867208,2.384763,-2.0307145,6.081145,13.259408,-1.3094145,-3.953554,0.4583984,-7.953664,0.9224593,3.560998,3.9296513,1.2926717,-0.46129268,-1.3053017,-3.7413156,0.11981196,0.7310098,0.025371153,0.22553846,5.5927687,-0.7399915,-1.0396199,0.919204,0.84628814,1.4885379,-0.032556847,2.3302405,3.0703728,-0.02216624,0.5791134,-0.4980576,0.4106525,0.7031852,-0.58752847,0.26459274,1.935341,-2.5456538,0.95475304,0.64690745,0.9146602,0.067462526,1.4698288,1.7894557,-0.9212629,-1.7727889,1.3903167,2.6764193
24847,-8.318945,7.588978,4.0846605,0.07386866,0.69190663,-2.1859097,-4.1898727,4.2103887,-5.2389708,1.0827049,2.8255928,-1.1118635,-0.8141676,-0.37436205,0.98045427,0.7310012,7.333995,-1.9848951,0.78478456,6.919969,-3.658643,5.0563784,-1.4417245,0.68565565,0.14182502,7.739827,-1.6743455,-2.619208,3.4186788,-3.7635741,-2.5456703,-4.576104,5.6162095,2.0461082,0.29151502,0.027214952,3.4758685,3.033543,0.45271438,-2.770257,1.5212619,0.3611951,2.1533852,2.299625,-0.95517385,-0.95398825,-2.5073078,2.3514347,2.9049032,-0.78055745
24762,-4.235856,-2.0812602,-4.3081326,-0.4591489,-5.8665037,9.536225,-0.80517346,-1.1193779,-7.043809,7.1672654,3.020659,-3.9533782,0.12264472,0.66712344,1.3737817,-1.1876379,-3.8050756,-0.75809413,-0.25161222,-2.70523,-1.0497837,4.470726,-0.9619004,-2.988155,7.0277667,1.5722481,0.94128114,-1.731447,0.32393327,1.1941485,-1.6265358,0.21922919,2.9883091,3.2025785,-1.7668175,-2.315015,-0.01795375,-4.6905327,-1.0890161,0.106835365,-2.4442158,0.17390223,-2.792397,-0.28756708,-1.3580211,-2.5136788,0.5544965,-5.378519,0.13936256,-0.47842628
24988,-6.679097,0.72781,-5.8863044,1.2145663,-0.9414467,-3.3330996,1.792381,6.234498,3.7697618,-3.0861733,3.5087347,-2.4624872,2.209599,2.0686913,0.9689611,3.145955,4.128668,0.18649161,1.4390241,0.01193292,-1.5480111,1.4241902,2.9318368,5.404695,2.0930085,-4.2944517,-5.721071,-3.3914874,-5.9908433,2.1787825,0.7903282,-0.68796724,-3.1697404,-0.70363045,0.32361013,0.41501898,1.5431236,3.0497222,1.3456022,-0.3058334,-2.1553426,2.1319385,0.45677486,0.8780546,-1.4334643,3.2985241,-1.3703091,2.1835003,-0.55015934,-3.543085
24978,12.460636,5.0900373,-4.1604066,-1.372123,-1.7589186,-0.94643813,1.8792245,-3.5279288,-0.47671795,2.904381,7.3822036,-1.8367039,-1.5757029,-0.22841816,2.153054,-0.72588664,4.3956213,2.6876986,3.9725118,-1.0705914,4.0937295,-1.9171493,0.1835867,-1.0330937,-1.1730034,1.5912092,2.3736203,0.6412599,1.8886255,-1.273297,0.48302746,-2.681653,0.80504864,0.68976164,0.36501834,0.28365716,-1.0216113,1.5280651,1.3651823,-1.4296386,-1.0437096,-0.3580545,-0.6952737,1.6381075,-2.2087924,-2.746509,-0.29035667,-1.20532,2.8538728,-0.42362383
24774,-2.0424705,-4.4323425,-1.8765808,1.6081606,6.4428654,-2.1272285,-0.6912136,-0.11556358,3.8735197,-4.086676,-0.9184972,-4.4808626,5.2229843,-0.4424124,-0.9208923,2.1589901,1.6936586,-0.29652038,-1.6529759,4.5747185,-0.39730674,0.14191876,0.114591934,2.5053957,6.260878,-3.6298988,0.049625482,-1.169181,-1.2264854,4.931813,-0.15780109,-0.2551777,-1.8157201,-2.6826262,-3.1791055,1.9814644,2.8182507,2.1282663,-1.1768163,1.3827183,-1.01426,-3.0123665,-1.3274308,1.1712613,3.1699579,-0.48139432,-0.01749289,-0.19992414,1.3674027,1.0299209
24955,-0.053233307,-2.1744616,0.9978834,10.18551,-4.417548,6.4528747,0.23383676,2.9777517,2.392775,-0.41090506,-1.1403141,-0.87277913,0.3573488,-0.06720095,-0.9420866,0.0019011575,3.6271484,1.0992593,0.7845803,-2.3826213,-1.3817009,0.14032434,0.0059873923,1.5687281,3.9560008,-1.7926353,3.9553056,-0.5654585,-0.20207067,-0.025368096,2.1224422,1.2435853,-0.67243314,1.7365085,0.38798967,-0.106145166,-3.620091,-0.4846244,0.44633964,-0.47414264,-0.3576795,-1.0357242,-2.492905,-0.18946843,-0.21108675,-0.131696,1.9044005,1.9610713,0.7432635,-0.97559
24967,15.092947,0.78805226,10.511336,-4.777087,2.4407542,-2.9686458,-0.7425077,-0.4331805,-3.0047433,-0.06405801,3.579974,0.7645869,-1.5499074,-1.5615184,-0.4699093,-1.5361426,0.38388965,1.1186416,0.7314819,-1.9718862,1.5899853,0.29188177,-2.1820276,0.086308554,-0.34621483,0.0015199917,-0.28077942,-0.1579136,0.81601506,0.42467484,0.19947842,-1.2169484,1.8824385,1.2566885,0.93068355,0.43707618,-0.16503125,2.0810153,0.6806119,-0.62733966,-0.54826784,-0.3225606,-0.3881167,0.8071801,-1.1269149,-0.823506,-0.076097436,-1.4646802,0.3237832,0.40303683
24998,-4.6856217,-5.2229433,-1.7198699,3.1072884,6.1255755,2.5397408,6.0026193,2.978099,-2.811453,-3.1366012,-0.23775563,-0.9667676,-2.2657318,-2.0878773,4.5245743,-0.74599737,-3.9244947,-1.6241207,-0.8773039,-2.1409597,5.534873,-1.7116822,-4.0286303,1.1305972,-5.52821,1.2745512,-3.7753432,2.1757205,0.01587903,3.6280751,0.08195291,-1.6735969,-4.011111,-0.33535758,-1.0366272,-3.5937006,-4.571863,0.29904336,-1.7578,-0.48328844,-2.1376595,1.5086455,0.49308422,4.492987,-3.1712353,1.8890175,-1.2502912,-0.9568216,2.278383,-2.1857457
24861,-10.476951,19.016832,2.2460477,3.967368,3.5010805,0.23245135,6.1994066,-2.4348345,-1.5942051,1.6742631,-4.986978,3.9817724,1.8890274,-1.9343238,6.6556373,-3.407274,-3.9553838,-0.22990914,2.5427222,-4.467781,0.32002172,0.09217292,2.5950298,0.43606284,-2.2020178,-1.5943216,0.034748744,0.4300352,-0.72457135,-1.5138099,-1.1443309,-0.470316,-0.1517613,-0.17309493,1.1560545,-0.55695856,0.050434425,-0.23583998,0.3817362,0.99586856,-0.16564515,0.38746652,-0.13357788,-1.0300084,0.36048377,0.359862,-0.7157019,-0.92205554,-0.12513576,-0.81887823
25008,-2.3252082,1.4279696,3.951398,-0.09962709,-2.91369,5.6108236,4.496511,2.7264423,0.13014746,0.41735736,1.1504161,0.145081,3.0802987,6.595969,-0.53408706,-1.0183214,4.7251325,3.164056,0.045826737,-0.94300336,-3.2147477,3.3825517,-2.647114,1.2528309,0.08718991,-2.7824676,1.7812318,-0.019122358,-1.7351942,-5.000033,-0.50310284,3.2926335,5.9985366,-2.4989278,0.8251629,-0.9263449,-0.59595525,2.3790076,0.13435416,0.7138535,1.9599731,-0.66887635,-0.15995306,-0.8579326,1.5431929,3.4136465,0.97717565,-3.301853,0.27575597,4.139352
24916,-3.50841,-2.2265458,-3.9178622,-2.5266109,-0.57896847,-1.9275653,3.0753999,5.6781545,5.478073,3.0166013,-3.8151486,-0.81004685,-1.8527043,7.3567004,-3.0160837,6.408684,4.790836,-0.06533446,-9.546717,-4.5872445,2.6631968,-4.118615,0.78659743,-5.547924,1.5529375,-0.15503564,-4.036856,-1.8929416,0.684961,-0.04268253,0.2323253,0.84190863,-0.43604285,1.9653345,2.4700902,2.5580142,-0.22347021,-0.21946444,-0.19899069,-2.0853949,3.9080946,-1.9295664,0.8903934,2.3959644,1.123788,2.0848324,-0.81206536,0.50149053,-1.6586671,0.9685663
24942,-4.061971,-0.35561365,-0.6299273,0.911805,7.227353,0.095099285,1.2568347,2.747704,2.4723287,-3.2902582,10.719783,-4.75997,-1.8836871,4.0954146,2.4802556,-3.6625888,-1.6745206,2.1633666,-1.5228733,-2.4944897,5.7940273,-1.1549896,-3.6298597,-0.89633983,-2.2148685,2.5406573,0.6489386,2.157116,-6.1943603,2.0625966,-2.947379,0.8880481,-2.4464815,-1.8201739,0.8645026,-2.2657025,1.2087483,2.0235126,-0.46254492,4.425893,-3.429248,0.89861536,1.8014385,2.3565085,-0.65633136,6.4310694,-1.6427349,0.82623273,-0.36605483,-2.560161
24889,13.123194,2.2202783,-8.345239,0.10658271,-0.39387062,-0.81733555,-0.120581955,1.7048539,-0.41713443,-0.59547746,-0.021909913,0.95758295,0.06817816,0.2776384,-0.38984033,-1.3575524,0.68108785,1.3342365,1.7593682,-0.84597194,2.6358895,-0.8862229,-2.0370147,1.141252,-3.448341,5.276856,5.8842006,0.3973828,-1.1701708,-1.1710181,1.2924676,0.6831245,-3.5351386,-1.7566273,-0.9636315,-2.2190356,0.34634835,-0.37625766,1.0783889,-0.006384177,-1.3495635,1.007665,2.7628465,1.3585407,0.59025276,0.08473803,-0.39461485,-0.5939153,0.4111312,1.1354004
24750,13.6242075,3.6185021,-0.29266754,-0.6859088,3.332541,-1.4471725,-0.41023552,2.302762,1.7348268,2.616033,0.57665336,2.3080437,0.465004,1.5972974,0.42525685,2.2531834,1.669219,-0.48296642,1.1642127,3.1805863,-2.3926613,1.9238083,-0.36133492,0.5586491,-1.1386291,1.3112973,-0.2562117,-3.7535534,3.5848086,-2.4002106,-1.8149387,-1.7738874,0.9381619,1.5783085,0.65764916,-0.9220269,1.7324548,4.742003,0.4718297,0.9594367,-1.1901194,-0.7820468,1.6053026,2.1457717,-0.39158455,-1.8598255,2.8685327,-2.704252,0.6982792,0.4337979
24903,1.6729752,-4.271543,2.2243288,15.296777,-0.6456264,-0.07546823,-3.5403004,2.5278902,1.6539845,4.5244794,4.502334,0.98581463,-3.736067,-0.6793175,-0.98388094,-0.9032413,-0.9850261,-1.7631644,-0.8156153,-5.3320527,2.3716016,-3.1771889,-1.1591997,1.6805974,0.36326388,1.8359191,-0.40181333,-1.3862753,-3.360947,0.112518616,-0.5049518,-3.232341,-1.2797427,0.7413507,-1.8300173,0.36088786,0.68506724,2.3911726,1.1048073,2.8333158,-2.8576589,-4.1166954,-2.6830573,-0.9771982,-1.3358687,3.675341,0.7211964,2.1512642,-0.6208955,-0.6337779
24929,-4.9782677,-5.7942286,-5.614965,-3.4014823,1.4466949,-2.4111383,-5.6717987,0.3220058,-3.0545387,8.230514,-2.9517162,-5.9394517,-1.6047484,2.8595607,2.0506477,-0.9527037,-0.931571,5.285713,2.305321,-1.1766504,3.6030133,-3.1217694,-4.1168795,-0.63420093,0.9335226,2.4423318,3.7076504,5.0685263,1.4221967,1.0006173,-3.8138633,-1.9010462,1.2811186,0.65679884,-0.24107745,-3.1040318,-4.7581954,-0.17722045,2.783863,1.0130438,-0.30304807,0.53194886,2.4127593,1.0677968,0.6239179,0.3466609,-3.529134,1.7219304,1.4009284,0.29198727
25018,-10.023306,19.07111,2.5977156,4.2880473,3.458852,-0.41054854,4.8364162,-0.47473207,6.2903633,-2.9463,-1.8360018,-3.3120348,-3.1365192,1.127661,-3.678191,0.9369547,-4.2037373,0.6921277,2.1288943,-1.2889117,2.6542094,0.7616105,-0.99908626,-4.6562862,1.3031776,1.1193452,-0.48915198,-2.16149,-1.9537748,0.26603806,1.9157122,-0.5741978,-0.0307652,0.013715295,0.47557113,-0.3044984,-0.54342324,-1.0053257,-1.5673562,-0.25498,-1.4350194,0.24767478,-0.63201547,-1.7109482,-0.6549755,0.06415562,-0.01033224,-2.5751352,0.84990877,0.42766663
24875,-6.411196,1.927988,-1.1987246,5.1425395,-2.597768,4.341271,1.6402819,3.155173,2.5927422,-3.7681801,3.0836098,-0.3036585,-3.2985528,-0.55984795,1.4988489,-0.011811467,6.255515,-2.0871499,3.4113634,2.8399925,0.36887684,-1.2789426,0.1481399,3.3339674,1.6435503,-4.571242,0.22161373,-1.1595024,-3.1312108,3.21333,-3.6552596,2.983013,-0.5685132,-0.22119778,-3.2760239,3.5579648,-1.0985502,1.3608719,-0.43414178,-1.6804256,-2.9083369,-6.290379,-1.5379658,1.342957,4.8864403,-3.710631,0.1383904,0.853951,1.4396633,3.3155684
24787,-3.4672277,-3.5294545,-0.20146278,3.0485904,5.8428035,-0.7830845,-8.156405,2.5148137,-5.4441366,1.5861398,-4.1000767,0.49353036,-1.9200214,5.2093,4.662214,-5.5105577,0.61319387,3.132208,-2.5315914,-0.76564324,0.5719047,3.4229665,-5.5433493,-5.6793437,5.188609,0.1895596,-0.92883605,2.9943354,5.109444,0.8394583,-3.1274807,2.8662963,0.051050004,0.9646042,2.583153,1.6188926,-2.3934035,-0.76211315,0.3286452,0.7720594,-0.4832928,0.9500113,-1.8655865,-0.692588,2.120742,-1.3573995,0.36689207,0.64367753,2.008168,-2.8039641
